run_id,env,distance_cm,freq_mhz,calibration_mode,calibration_note,n_total_pairs,n_calibration_pairs,n_keygen_pairs,window,block_size,alpha,offset_device_minus_network_db,usable_bits,discard_rate,mismatches,bdr,entropy_bits_per_bit,min_entropy_bits_per_bit,p0,p1,kgr_bps_before_reconciliation,estimated_min_entropy_bits_total
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,1,50,0.25,0.0,339,0.30246913580246915,70,0.20648967551622419,0.9985872364932766,0.9375359130533464,0.47787610619469023,0.5221238938053098,1.1926163328630883,317.82467452508445
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,1,50,0.5,0.0,225,0.537037037037037,46,0.20444444444444446,0.9993016941704445,0.955800196089465,0.48444444444444446,0.5155555555555555,0.7915595129622267,215.05504412012962
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,1,50,0.75,0.0,113,0.7674897119341564,18,0.1592920353982301,0.9994915114306261,0.9621979672876155,0.48672566371681414,0.5132743362831859,0.3975387776210294,108.72837030350055
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,1,50,1.0,0.0,55,0.8868312757201646,2,0.03636363636363636,0.9882836109919162,0.8271634031377842,0.5636363636363637,0.43636363636363634,0.19349232539076652,45.49398717257813
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,3,50,0.25,0.0,354,0.2716049382716049,63,0.17796610169491525,0.9997927658541268,0.9757524537533228,0.4915254237288136,0.5084745762711864,1.24538696706057,345.41636862867625
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,3,50,0.5,0.0,263,0.45884773662551437,37,0.14068441064638784,0.9944761275724092,0.8790476525139129,0.45627376425855515,0.5437262357414449,0.9252451195958472,231.1895326111591
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,3,50,0.75,0.0,132,0.7283950617283951,12,0.09090909090909091,0.9998343950590572,0.978304928900681,0.49242424242424243,0.5075757575757576,0.46438158093783966,129.1362506148899
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,3,50,1.0,0.0,79,0.8374485596707819,5,0.06329113924050633,0.9971085167216717,0.9114633253983427,0.5316455696202531,0.46835443037974683,0.27792534010673736,72.00560270646908
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,5,50,0.25,0.0,387,0.20370370370370372,75,0.1937984496124031,0.997874923668532,0.9237644141729145,0.5271317829457365,0.4728682170542636,1.36148236229503,357.4968282849179
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,5,50,0.5,0.0,292,0.39917695473251025,40,0.136986301369863,0.998781393072756,0.9418970454364318,0.4794520547945206,0.5205479452054794,1.0272683457109786,275.0339372674381
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,5,50,0.75,0.0,147,0.6975308641975309,16,0.10884353741496598,0.9996995428565171,0.9708536543404835,0.5102040816326531,0.4897959183673469,0.5171522151353215,142.71548718805107
run01,indoor_static,100,922.0,none,no offset correction,486,0,486,5,50,1.0,0.0,78,0.8395061728395061,10,0.1282051282051282,0.9881108365218301,0.8259706002249511,0.5641025641025641,0.4358974358974359,0.27440729782690526,64.42570681754619
