marker,run_id,env,seq,distance_cm,freq_mhz,sf,bw_khz,cr,tx_power_dbm,t_req_ms,t_resp_ms,rssi_network,snr_network,rssi_device,snr_device,payload_len,ok
PAIR,run01,indoor_static,2,100,922.0,7,125,4/5,14,15593,15878.0,-59.0,10.25,-54.0,9.5,36,1
PAIR,run01,indoor_static,3,100,922.0,7,125,4/5,14,16133,16418.0,-60.0,10.25,-55.0,9.5,36,1
PAIR,run01,indoor_static,4,100,922.0,7,125,4/5,14,16673,16959.0,-59.0,9.5,-55.0,9.5,36,1
PAIR,run01,indoor_static,6,100,922.0,7,125,4/5,14,17748,18033.0,-59.0,9.0,-54.0,10.0,36,1
PAIR,run01,indoor_static,7,100,922.0,7,125,4/5,14,18288,18573.0,-58.0,9.25,-54.0,10.0,36,1
PAIR,run01,indoor_static,8,100,922.0,7,125,4/5,14,18828,19113.0,-58.0,9.5,-55.0,10.5,36,1
PAIR,run01,indoor_static,9,100,922.0,7,125,4/5,14,19369,19654.0,-58.0,9.75,-55.0,9.25,36,1
PAIR,run01,indoor_static,10,100,922.0,7,125,4/5,14,19909,20200.0,-58.0,9.5,-55.0,9.5,37,1
PAIR,run01,indoor_static,11,100,922.0,7,125,4/5,14,20456,20746.0,-58.0,9.25,-55.0,9.75,37,1
PAIR,run01,indoor_static,12,100,922.0,7,125,4/5,14,21001,21291.0,-58.0,9.5,-55.0,9.5,37,1
PAIR,run01,indoor_static,13,100,922.0,7,125,4/5,14,21546,21836.0,-58.0,9.5,-56.0,9.0,37,1
PAIR,run01,indoor_static,14,100,922.0,7,125,4/5,14,22091,22382.0,-58.0,7.25,-55.0,9.75,37,1
PAIR,run01,indoor_static,15,100,922.0,7,125,4/5,14,22637,22927.0,-58.0,9.5,-55.0,9.5,37,1
PAIR,run01,indoor_static,16,100,922.0,7,125,4/5,14,23182,23472.0,-58.0,10.0,-55.0,9.75,37,1
PAIR,run01,indoor_static,17,100,922.0,7,125,4/5,14,23727,24018.0,-58.0,9.75,-54.0,9.25,37,1
PAIR,run01,indoor_static,18,100,922.0,7,125,4/5,14,24273,24563.0,-58.0,9.5,-54.0,9.75,37,1
PAIR,run01,indoor_static,19,100,922.0,7,125,4/5,14,24820,25110.0,-58.0,10.0,-54.0,9.75,37,1
PAIR,run01,indoor_static,20,100,922.0,7,125,4/5,14,25365,25655.0,-58.0,10.0,-55.0,9.5,37,1
PAIR,run01,indoor_static,21,100,922.0,7,125,4/5,14,25910,26200.0,-58.0,9.5,-55.0,9.5,37,1
PAIR,run01,indoor_static,22,100,922.0,7,125,4/5,14,26456,26746.0,-58.0,9.5,-54.0,9.5,37,1
PAIR,run01,indoor_static,23,100,922.0,7,125,4/5,14,27001,27291.0,-58.0,9.75,-54.0,9.75,37,1
PAIR,run01,indoor_static,24,100,922.0,7,125,4/5,14,27546,27836.0,-58.0,9.5,-54.0,9.75,37,1
PAIR,run01,indoor_static,25,100,922.0,7,125,4/5,14,28091,28382.0,-57.0,9.5,-55.0,10.0,37,1
PAIR,run01,indoor_static,26,100,922.0,7,125,4/5,14,28637,28927.0,-58.0,9.75,-55.0,9.0,37,1
PAIR,run01,indoor_static,27,100,922.0,7,125,4/5,14,29183,29479.0,-58.0,12.75,-54.0,9.5,37,1
PAIR,run01,indoor_static,28,100,922.0,7,125,4/5,14,29735,30025.0,-59.0,9.25,-55.0,9.75,37,1
PAIR,run01,indoor_static,29,100,922.0,7,125,4/5,14,30280,30570.0,-60.0,9.25,-55.0,9.75,37,1
PAIR,run01,indoor_static,30,100,922.0,7,125,4/5,14,30825,31115.0,-59.0,9.75,-55.0,9.75,37,1
PAIR,run01,indoor_static,31,100,922.0,7,125,4/5,14,31370,31661.0,-60.0,9.25,-55.0,9.75,37,1
PAIR,run01,indoor_static,32,100,922.0,7,125,4/5,14,31916,32206.0,-59.0,9.25,-56.0,9.5,37,1
PAIR,run01,indoor_static,34,100,922.0,7,125,4/5,14,34805,35095.0,-59.0,9.75,-57.0,9.75,37,1
PAIR,run01,indoor_static,35,100,922.0,7,125,4/5,14,35350,35640.0,-59.0,9.25,-55.0,9.5,37,1
PAIR,run01,indoor_static,36,100,922.0,7,125,4/5,14,35896,36186.0,-59.0,9.25,-55.0,9.75,37,1
PAIR,run01,indoor_static,37,100,922.0,7,125,4/5,14,36441,36731.0,-59.0,9.0,-55.0,9.5,37,1
PAIR,run01,indoor_static,38,100,922.0,7,125,4/5,14,36986,37277.0,-59.0,9.25,-56.0,9.25,37,1
PAIR,run01,indoor_static,39,100,922.0,7,125,4/5,14,37532,37824.0,-59.0,9.5,-55.0,9.5,37,1
PAIR,run01,indoor_static,40,100,922.0,7,125,4/5,14,38079,38369.0,-59.0,9.25,-56.0,9.75,37,1
PAIR,run01,indoor_static,42,100,922.0,7,125,4/5,14,40968,41258.0,-60.0,9.0,-55.0,9.75,37,1
PAIR,run01,indoor_static,43,100,922.0,7,125,4/5,14,41515,41805.0,-59.0,9.25,-55.0,9.75,37,1
PAIR,run01,indoor_static,46,100,922.0,7,125,4/5,14,44949,45242.0,-59.0,9.25,-55.0,9.75,37,1
PAIR,run01,indoor_static,47,100,922.0,7,125,4/5,14,45497,45787.0,-59.0,9.25,-54.0,9.5,37,1
PAIR,run01,indoor_static,48,100,922.0,7,125,4/5,14,46042,46333.0,-59.0,9.5,-55.0,10.0,37,1
PAIR,run01,indoor_static,49,100,922.0,7,125,4/5,14,46588,46878.0,-59.0,9.25,-55.0,9.5,37,1
PAIR,run01,indoor_static,50,100,922.0,7,125,4/5,14,47133,47423.0,-59.0,9.0,-55.0,9.75,37,1
PAIR,run01,indoor_static,51,100,922.0,7,125,4/5,14,47678,47968.0,-59.0,9.5,-55.0,9.25,37,1
PAIR,run01,indoor_static,52,100,922.0,7,125,4/5,14,48224,48514.0,-59.0,9.5,-56.0,9.5,37,1
PAIR,run01,indoor_static,53,100,922.0,7,125,4/5,14,48769,49059.0,-59.0,9.0,-55.0,9.5,37,1
PAIR,run01,indoor_static,54,100,922.0,7,125,4/5,14,49314,49605.0,-59.0,9.0,-55.0,9.75,37,1
PAIR,run01,indoor_static,55,100,922.0,7,125,4/5,14,49861,50151.0,-59.0,9.25,-55.0,9.75,37,1
PAIR,run01,indoor_static,56,100,922.0,7,125,4/5,14,50407,50697.0,-59.0,9.25,-55.0,9.5,37,1
PAIR,run01,indoor_static,57,100,922.0,7,125,4/5,14,50952,51242.0,-59.0,9.5,-55.0,9.5,37,1
PAIR,run01,indoor_static,58,100,922.0,7,125,4/5,14,51497,51787.0,-59.0,9.25,-54.0,9.5,37,1
PAIR,run01,indoor_static,59,100,922.0,7,125,4/5,14,52043,52333.0,-59.0,9.25,-56.0,9.5,37,1
PAIR,run01,indoor_static,60,100,922.0,7,125,4/5,14,52588,52878.0,-59.0,9.25,-56.0,9.5,37,1
PAIR,run01,indoor_static,61,100,922.0,7,125,4/5,14,53133,53423.0,-59.0,9.25,-55.0,9.5,37,1
PAIR,run01,indoor_static,62,100,922.0,7,125,4/5,14,53679,53969.0,-59.0,9.25,-56.0,9.0,37,1
PAIR,run01,indoor_static,63,100,922.0,7,125,4/5,14,54224,54516.0,-59.0,9.75,-55.0,10.0,37,1
PAIR,run01,indoor_static,64,100,922.0,7,125,4/5,14,54771,55061.0,-59.0,9.0,-55.0,10.25,37,1
PAIR,run01,indoor_static,65,100,922.0,7,125,4/5,14,55316,55606.0,-59.0,9.25,-54.0,9.75,37,1
PAIR,run01,indoor_static,66,100,922.0,7,125,4/5,14,55861,56152.0,-61.0,9.5,-57.0,10.0,37,1
PAIR,run01,indoor_static,67,100,922.0,7,125,4/5,14,56407,56697.0,-62.0,9.5,-57.0,10.5,37,1
PAIR,run01,indoor_static,68,100,922.0,7,125,4/5,14,56952,57242.0,-62.0,9.75,-58.0,9.75,37,1
PAIR,run01,indoor_static,69,100,922.0,7,125,4/5,14,57497,57788.0,-61.0,9.5,-56.0,9.5,37,1
PAIR,run01,indoor_static,70,100,922.0,7,125,4/5,14,58043,58333.0,-60.0,9.5,-58.0,10.0,37,1
PAIR,run01,indoor_static,71,100,922.0,7,125,4/5,14,58589,58879.0,-59.0,9.25,-56.0,9.25,37,1
PAIR,run01,indoor_static,72,100,922.0,7,125,4/5,14,59134,59424.0,-59.0,9.25,-56.0,9.25,37,1
PAIR,run01,indoor_static,73,100,922.0,7,125,4/5,14,59679,59969.0,-59.0,9.5,-57.0,9.5,37,1
PAIR,run01,indoor_static,76,100,922.0,7,125,4/5,14,63107,63397.0,-59.0,9.25,-57.0,10.25,37,1
PAIR,run01,indoor_static,77,100,922.0,7,125,4/5,14,63652,63942.0,-57.0,9.75,-56.0,9.5,37,1
PAIR,run01,indoor_static,78,100,922.0,7,125,4/5,14,64197,64488.0,-58.0,9.25,-55.0,9.25,37,1
PAIR,run01,indoor_static,79,100,922.0,7,125,4/5,14,64743,65033.0,-59.0,9.5,-55.0,10.0,37,1
PAIR,run01,indoor_static,80,100,922.0,7,125,4/5,14,65288,65578.0,-58.0,9.25,-55.0,9.5,37,1
PAIR,run01,indoor_static,81,100,922.0,7,125,4/5,14,65833,66123.0,-59.0,9.75,-55.0,9.25,37,1
PAIR,run01,indoor_static,82,100,922.0,7,125,4/5,14,66378,66669.0,-58.0,9.75,-56.0,9.5,37,1
PAIR,run01,indoor_static,83,100,922.0,7,125,4/5,14,66924,67214.0,-58.0,9.5,-55.0,9.75,37,1
PAIR,run01,indoor_static,84,100,922.0,7,125,4/5,14,67471,67761.0,-59.0,9.25,-55.0,9.75,37,1
PAIR,run01,indoor_static,85,100,922.0,7,125,4/5,14,68016,68306.0,-59.0,9.25,-57.0,9.25,37,1
PAIR,run01,indoor_static,86,100,922.0,7,125,4/5,14,68562,68852.0,-60.0,9.5,-56.0,9.75,37,1
PAIR,run01,indoor_static,87,100,922.0,7,125,4/5,14,69107,69397.0,-60.0,9.5,-61.0,9.75,37,1
PAIR,run01,indoor_static,88,100,922.0,7,125,4/5,14,69652,69942.0,-59.0,9.75,-62.0,9.75,37,1
PAIR,run01,indoor_static,89,100,922.0,7,125,4/5,14,70197,70488.0,-62.0,9.5,-59.0,9.25,37,1
PAIR,run01,indoor_static,90,100,922.0,7,125,4/5,14,70743,71033.0,-63.0,9.5,-59.0,10.0,37,1
PAIR,run01,indoor_static,91,100,922.0,7,125,4/5,14,71288,71578.0,-63.0,9.5,-59.0,9.75,37,1
PAIR,run01,indoor_static,92,100,922.0,7,125,4/5,14,71834,72125.0,-63.0,10.0,-61.0,9.5,37,1
PAIR,run01,indoor_static,93,100,922.0,7,125,4/5,14,72380,72671.0,-61.0,9.25,-58.0,9.5,37,1
PAIR,run01,indoor_static,94,100,922.0,7,125,4/5,14,72926,73216.0,-59.0,9.25,-56.0,9.75,37,1
PAIR,run01,indoor_static,95,100,922.0,7,125,4/5,14,73471,73761.0,-59.0,9.5,-57.0,9.75,37,1
PAIR,run01,indoor_static,96,100,922.0,7,125,4/5,14,74016,74307.0,-61.0,10.0,-58.0,9.25,37,1
PAIR,run01,indoor_static,97,100,922.0,7,125,4/5,14,74562,74852.0,-62.0,9.75,-60.0,9.5,37,1
PAIR,run01,indoor_static,98,100,922.0,7,125,4/5,14,75107,75397.0,-62.0,9.5,-57.0,9.5,37,1
PAIR,run01,indoor_static,99,100,922.0,7,125,4/5,14,75652,75943.0,-60.0,9.75,-58.0,10.0,37,1
PAIR,run01,indoor_static,100,100,922.0,7,125,4/5,14,76198,76494.0,-60.0,9.75,-57.0,10.0,38,1
