marker,run_id,env,seq,distance_cm,freq_mhz,sf,bw_khz,cr,tx_power_dbm,t_req_ms,t_resp_ms,rssi_network,snr_network,rssi_device,snr_device,payload_len,ok
PAIR,run01,indoor_static,327,100,922.0,7,125,4/5,14,202988,203283.0,-64.0,9.5,-61.0,10.0,39,1
PAIR,run01,indoor_static,328,100,922.0,7,125,4/5,14,203538,203834.0,-64.0,9.5,-61.0,10.0,39,1
PAIR,run01,indoor_static,329,100,922.0,7,125,4/5,14,204089,204384.0,-64.0,9.5,-60.0,9.25,39,1
PAIR,run01,indoor_static,330,100,922.0,7,125,4/5,14,204640,204935.0,-64.0,9.0,-61.0,10.25,39,1
PAIR,run01,indoor_static,331,100,922.0,7,125,4/5,14,205190,205486.0,-64.0,9.25,-60.0,10.5,39,1
PAIR,run01,indoor_static,332,100,922.0,7,125,4/5,14,205741,206037.0,-64.0,9.25,-61.0,9.25,39,1
PAIR,run01,indoor_static,333,100,922.0,7,125,4/5,14,206293,206590.0,-64.0,9.0,-61.0,9.75,39,1
PAIR,run01,indoor_static,334,100,922.0,7,125,4/5,14,206845,207142.0,-64.0,9.25,-61.0,10.0,39,1
PAIR,run01,indoor_static,335,100,922.0,7,125,4/5,14,207397,207692.0,-63.0,9.0,-60.0,9.5,39,1
PAIR,run01,indoor_static,336,100,922.0,7,125,4/5,14,207947,208242.0,-64.0,9.5,-60.0,9.75,39,1
PAIR,run01,indoor_static,337,100,922.0,7,125,4/5,14,208497,208793.0,-63.0,9.25,-61.0,9.75,39,1
PAIR,run01,indoor_static,338,100,922.0,7,125,4/5,14,209048,209343.0,-64.0,8.75,-60.0,10.0,39,1
PAIR,run01,indoor_static,339,100,922.0,7,125,4/5,14,209598,209894.0,-63.0,9.25,-61.0,9.5,39,1
PAIR,run01,indoor_static,340,100,922.0,7,125,4/5,14,210150,210446.0,-63.0,9.5,-60.0,10.0,39,1
PAIR,run01,indoor_static,341,100,922.0,7,125,4/5,14,210701,210997.0,-63.0,9.75,-61.0,9.25,39,1
PAIR,run01,indoor_static,342,100,922.0,7,125,4/5,14,211252,211547.0,-62.0,9.75,-60.0,9.5,39,1
PAIR,run01,indoor_static,343,100,922.0,7,125,4/5,14,211802,212098.0,-62.0,9.5,-58.0,10.0,39,1
PAIR,run01,indoor_static,344,100,922.0,7,125,4/5,14,212353,212649.0,-60.0,9.75,-58.0,10.0,39,1
PAIR,run01,indoor_static,345,100,922.0,7,125,4/5,14,212904,213199.0,-60.0,9.5,-56.0,9.75,39,1
PAIR,run01,indoor_static,346,100,922.0,7,125,4/5,14,213455,213750.0,-55.0,9.5,-54.0,9.75,39,1
PAIR,run01,indoor_static,347,100,922.0,7,125,4/5,14,214007,214302.0,-55.0,9.75,-54.0,10.0,39,1
PAIR,run01,indoor_static,348,100,922.0,7,125,4/5,14,214558,214853.0,-56.0,9.75,-55.0,10.25,39,1
PAIR,run01,indoor_static,349,100,922.0,7,125,4/5,14,215108,215404.0,-57.0,9.5,-54.0,9.5,39,1
PAIR,run01,indoor_static,350,100,922.0,7,125,4/5,14,215659,215954.0,-56.0,11.0,-55.0,9.5,39,1
PAIR,run01,indoor_static,351,100,922.0,7,125,4/5,14,216210,216505.0,-56.0,10.75,-55.0,10.0,39,1
PAIR,run01,indoor_static,352,100,922.0,7,125,4/5,14,216760,217056.0,-54.0,9.5,-54.0,9.75,39,1
PAIR,run01,indoor_static,353,100,922.0,7,125,4/5,14,217311,217607.0,-57.0,9.75,-55.0,9.5,39,1
PAIR,run01,indoor_static,354,100,922.0,7,125,4/5,14,217863,218159.0,-60.0,9.5,-57.0,9.5,39,1
PAIR,run01,indoor_static,355,100,922.0,7,125,4/5,14,218414,218710.0,-60.0,9.5,-57.0,9.75,39,1
PAIR,run01,indoor_static,356,100,922.0,7,125,4/5,14,218965,219260.0,-56.0,9.5,-56.0,9.5,39,1
PAIR,run01,indoor_static,357,100,922.0,7,125,4/5,14,219515,219811.0,-70.0,9.5,-62.0,9.75,39,1
PAIR,run01,indoor_static,358,100,922.0,7,125,4/5,14,220066,220363.0,-62.0,9.5,-56.0,9.5,39,1
PAIR,run01,indoor_static,360,100,922.0,7,125,4/5,14,222962,223257.0,-60.0,9.75,-56.0,9.75,39,1
PAIR,run01,indoor_static,361,100,922.0,7,125,4/5,14,223512,223808.0,-59.0,9.75,-56.0,9.25,39,1
PAIR,run01,indoor_static,362,100,922.0,7,125,4/5,14,224063,224359.0,-59.0,9.5,-56.0,10.0,39,1
PAIR,run01,indoor_static,363,100,922.0,7,125,4/5,14,224614,224911.0,-57.0,9.5,-56.0,9.75,39,1
PAIR,run01,indoor_static,364,100,922.0,7,125,4/5,14,225167,225462.0,-62.0,9.75,-61.0,10.25,39,1
PAIR,run01,indoor_static,365,100,922.0,7,125,4/5,14,225717,226013.0,-59.0,9.5,-59.0,10.0,39,1
PAIR,run01,indoor_static,366,100,922.0,7,125,4/5,14,226268,226564.0,-59.0,9.75,-58.0,10.0,39,1
PAIR,run01,indoor_static,367,100,922.0,7,125,4/5,14,226819,227114.0,-59.0,9.0,-57.0,10.0,39,1
PAIR,run01,indoor_static,368,100,922.0,7,125,4/5,14,227369,227665.0,-57.0,9.5,-56.0,9.25,39,1
PAIR,run01,indoor_static,369,100,922.0,7,125,4/5,14,227920,228216.0,-58.0,9.25,-55.0,9.5,39,1
PAIR,run01,indoor_static,370,100,922.0,7,125,4/5,14,228471,228766.0,-58.0,9.75,-55.0,9.25,39,1
PAIR,run01,indoor_static,371,100,922.0,7,125,4/5,14,229022,229319.0,-58.0,9.25,-56.0,10.25,39,1
PAIR,run01,indoor_static,372,100,922.0,7,125,4/5,14,229574,229869.0,-60.0,9.25,-57.0,10.25,39,1
PAIR,run01,indoor_static,373,100,922.0,7,125,4/5,14,230124,230420.0,-58.0,10.0,-55.0,9.75,39,1
PAIR,run01,indoor_static,374,100,922.0,7,125,4/5,14,230675,230971.0,-63.0,9.75,-63.0,10.25,39,1
PAIR,run01,indoor_static,375,100,922.0,7,125,4/5,14,231226,231521.0,-60.0,9.5,-60.0,9.5,39,1
PAIR,run01,indoor_static,376,100,922.0,7,125,4/5,14,231776,232072.0,-67.0,9.5,-60.0,10.0,39,1
PAIR,run01,indoor_static,377,100,922.0,7,125,4/5,14,232327,232623.0,-56.0,9.75,-54.0,9.75,39,1
PAIR,run01,indoor_static,378,100,922.0,7,125,4/5,14,232878,233175.0,-56.0,9.75,-56.0,9.75,39,1
PAIR,run01,indoor_static,379,100,922.0,7,125,4/5,14,233430,233726.0,-58.0,9.25,-57.0,9.5,39,1
PAIR,run01,indoor_static,380,100,922.0,7,125,4/5,14,233981,234276.0,-57.0,9.5,-55.0,9.75,39,1
PAIR,run01,indoor_static,381,100,922.0,7,125,4/5,14,234531,234827.0,-58.0,9.75,-55.0,9.5,39,1
PAIR,run01,indoor_static,382,100,922.0,7,125,4/5,14,235082,235378.0,-57.0,9.75,-55.0,9.75,39,1
PAIR,run01,indoor_static,383,100,922.0,7,125,4/5,14,235633,235928.0,-57.0,10.0,-55.0,9.5,39,1
PAIR,run01,indoor_static,384,100,922.0,7,125,4/5,14,236183,236479.0,-57.0,10.0,-55.0,9.5,39,1
PAIR,run01,indoor_static,385,100,922.0,7,125,4/5,14,236734,237030.0,-58.0,10.25,-54.0,9.75,39,1
PAIR,run01,indoor_static,386,100,922.0,7,125,4/5,14,237286,237582.0,-58.0,9.5,-55.0,9.5,39,1
PAIR,run01,indoor_static,387,100,922.0,7,125,4/5,14,237837,238133.0,-57.0,9.75,-55.0,10.0,39,1
PAIR,run01,indoor_static,388,100,922.0,7,125,4/5,14,238388,238685.0,-57.0,9.25,-55.0,10.0,39,1
PAIR,run01,indoor_static,389,100,922.0,7,125,4/5,14,238940,239235.0,-57.0,9.5,-54.0,9.5,39,1
PAIR,run01,indoor_static,390,100,922.0,7,125,4/5,14,239490,239786.0,-57.0,9.25,-54.0,9.5,39,1
PAIR,run01,indoor_static,391,100,922.0,7,125,4/5,14,240041,240337.0,-58.0,9.75,-55.0,9.75,39,1
PAIR,run01,indoor_static,392,100,922.0,7,125,4/5,14,240592,240888.0,-58.0,9.5,-54.0,9.25,39,1
PAIR,run01,indoor_static,393,100,922.0,7,125,4/5,14,241144,241440.0,-58.0,9.75,-54.0,9.75,39,1
PAIR,run01,indoor_static,394,100,922.0,7,125,4/5,14,241695,241990.0,-57.0,9.5,-54.0,9.5,39,1
PAIR,run01,indoor_static,395,100,922.0,7,125,4/5,14,242245,242541.0,-57.0,9.25,-54.0,10.5,39,1
PAIR,run01,indoor_static,396,100,922.0,7,125,4/5,14,242796,243092.0,-58.0,9.25,-55.0,9.75,39,1
PAIR,run01,indoor_static,397,100,922.0,7,125,4/5,14,243347,243642.0,-58.0,9.75,-55.0,10.0,39,1
PAIR,run01,indoor_static,398,100,922.0,7,125,4/5,14,243898,244193.0,-57.0,9.75,-54.0,9.5,39,1
PAIR,run01,indoor_static,399,100,922.0,7,125,4/5,14,244448,244744.0,-57.0,9.5,-54.0,10.0,39,1
PAIR,run01,indoor_static,400,100,922.0,7,125,4/5,14,245001,245296.0,-57.0,9.5,-54.0,10.25,39,1
PAIR,run01,indoor_static,401,100,922.0,7,125,4/5,14,245551,245847.0,-58.0,9.5,-54.0,10.25,39,1
PAIR,run01,indoor_static,402,100,922.0,7,125,4/5,14,246102,246398.0,-58.0,10.0,-54.0,9.75,39,1
PAIR,run01,indoor_static,403,100,922.0,7,125,4/5,14,246653,246948.0,-59.0,9.5,-57.0,9.5,39,1
PAIR,run01,indoor_static,404,100,922.0,7,125,4/5,14,247203,247499.0,-58.0,9.0,-55.0,10.0,39,1
PAIR,run01,indoor_static,405,100,922.0,7,125,4/5,14,247754,248050.0,-61.0,9.75,-56.0,9.75,39,1
PAIR,run01,indoor_static,406,100,922.0,7,125,4/5,14,248305,248601.0,-60.0,9.25,-57.0,9.5,39,1
PAIR,run01,indoor_static,407,100,922.0,7,125,4/5,14,248856,249153.0,-58.0,10.0,-55.0,9.5,39,1
PAIR,run01,indoor_static,408,100,922.0,7,125,4/5,14,249408,249703.0,-57.0,9.25,-59.0,10.25,39,1
PAIR,run01,indoor_static,409,100,922.0,7,125,4/5,14,249959,250254.0,-61.0,9.5,-57.0,9.75,39,1
PAIR,run01,indoor_static,410,100,922.0,7,125,4/5,14,250509,250805.0,-61.0,9.75,-59.0,9.5,39,1
PAIR,run01,indoor_static,411,100,922.0,7,125,4/5,14,251060,251356.0,-69.0,9.25,-62.0,9.75,39,1
PAIR,run01,indoor_static,412,100,922.0,7,125,4/5,14,251611,251906.0,-63.0,9.75,-61.0,9.25,39,1
PAIR,run01,indoor_static,413,100,922.0,7,125,4/5,14,252162,252458.0,-68.0,9.5,-63.0,10.0,39,1
PAIR,run01,indoor_static,414,100,922.0,7,125,4/5,14,252714,253011.0,-65.0,9.5,-60.0,9.25,39,1
PAIR,run01,indoor_static,415,100,922.0,7,125,4/5,14,253266,253561.0,-60.0,10.0,-61.0,9.75,39,1
PAIR,run01,indoor_static,416,100,922.0,7,125,4/5,14,253817,254112.0,-69.0,9.5,-57.0,9.75,39,1
PAIR,run01,indoor_static,417,100,922.0,7,125,4/5,14,254367,254663.0,-63.0,9.0,-56.0,10.0,39,1
PAIR,run01,indoor_static,418,100,922.0,7,125,4/5,14,254918,255213.0,-60.0,9.75,-58.0,9.5,39,1
PAIR,run01,indoor_static,419,100,922.0,7,125,4/5,14,255469,255764.0,-59.0,9.5,-56.0,9.75,39,1
PAIR,run01,indoor_static,421,100,922.0,7,125,4/5,14,256571,256867.0,-64.0,9.25,-62.0,9.5,39,1
PAIR,run01,indoor_static,422,100,922.0,7,125,4/5,14,257122,257418.0,-69.0,9.5,-61.0,10.0,39,1
PAIR,run01,indoor_static,423,100,922.0,7,125,4/5,14,257673,257969.0,-61.0,9.5,-59.0,9.5,39,1
PAIR,run01,indoor_static,424,100,922.0,7,125,4/5,14,258224,258519.0,-61.0,9.5,-58.0,9.75,39,1
PAIR,run01,indoor_static,425,100,922.0,7,125,4/5,14,258774,259070.0,-65.0,9.5,-59.0,9.75,39,1
PAIR,run01,indoor_static,426,100,922.0,7,125,4/5,14,259325,259621.0,-62.0,9.5,-56.0,9.75,39,1
PAIR,run01,indoor_static,427,100,922.0,7,125,4/5,14,259876,260172.0,-61.0,9.5,-60.0,10.25,39,1
PAIR,run01,indoor_static,428,100,922.0,7,125,4/5,14,260427,260723.0,-65.0,9.5,-60.0,9.75,39,1
PAIR,run01,indoor_static,429,100,922.0,7,125,4/5,14,260978,261273.0,-65.0,9.5,-59.0,10.0,39,1
PAIR,run01,indoor_static,430,100,922.0,7,125,4/5,14,261528,261824.0,-66.0,9.25,-59.0,9.75,39,1
PAIR,run01,indoor_static,431,100,922.0,7,125,4/5,14,262079,262375.0,-67.0,9.25,-60.0,10.25,39,1
PAIR,run01,indoor_static,432,100,922.0,7,125,4/5,14,262630,262925.0,-63.0,9.75,-59.0,9.5,39,1
PAIR,run01,indoor_static,433,100,922.0,7,125,4/5,14,263180,263476.0,-62.0,11.0,-59.0,9.75,39,1
PAIR,run01,indoor_static,434,100,922.0,7,125,4/5,14,263731,264027.0,-62.0,9.25,-58.0,9.75,39,1
PAIR,run01,indoor_static,435,100,922.0,7,125,4/5,14,264282,264578.0,-63.0,9.5,-59.0,9.5,39,1
PAIR,run01,indoor_static,436,100,922.0,7,125,4/5,14,264833,265129.0,-62.0,10.0,-59.0,9.75,39,1
PAIR,run01,indoor_static,437,100,922.0,7,125,4/5,14,265384,265679.0,-63.0,9.5,-59.0,9.25,39,1
PAIR,run01,indoor_static,438,100,922.0,7,125,4/5,14,265934,266232.0,-63.0,9.75,-60.0,9.5,39,1
PAIR,run01,indoor_static,439,100,922.0,7,125,4/5,14,266487,266782.0,-63.0,9.5,-59.0,9.25,39,1
PAIR,run01,indoor_static,440,100,922.0,7,125,4/5,14,267038,267333.0,-63.0,9.75,-59.0,9.75,39,1
PAIR,run01,indoor_static,441,100,922.0,7,125,4/5,14,267588,267884.0,-63.0,9.75,-59.0,9.5,39,1
PAIR,run01,indoor_static,442,100,922.0,7,125,4/5,14,268139,268435.0,-62.0,9.5,-59.0,9.5,39,1
PAIR,run01,indoor_static,443,100,922.0,7,125,4/5,14,268690,268985.0,-62.0,9.5,-59.0,9.5,39,1
PAIR,run01,indoor_static,444,100,922.0,7,125,4/5,14,269241,269536.0,-63.0,9.5,-60.0,9.5,39,1
PAIR,run01,indoor_static,445,100,922.0,7,125,4/5,14,269791,270087.0,-63.0,9.75,-60.0,9.75,39,1
PAIR,run01,indoor_static,446,100,922.0,7,125,4/5,14,270342,270637.0,-64.0,9.0,-60.0,9.75,39,1
PAIR,run01,indoor_static,447,100,922.0,7,125,4/5,14,270893,271188.0,-64.0,9.0,-59.0,9.75,39,1
PAIR,run01,indoor_static,449,100,922.0,7,125,4/5,14,271994,272291.0,-64.0,9.25,-60.0,9.5,39,1
PAIR,run01,indoor_static,450,100,922.0,7,125,4/5,14,272546,272842.0,-64.0,9.25,-61.0,9.5,39,1
PAIR,run01,indoor_static,451,100,922.0,7,125,4/5,14,273097,273392.0,-62.0,9.5,-59.0,9.25,39,1
PAIR,run01,indoor_static,452,100,922.0,7,125,4/5,14,273648,273943.0,-62.0,9.25,-60.0,9.25,39,1
PAIR,run01,indoor_static,453,100,922.0,7,125,4/5,14,274198,274494.0,-61.0,9.5,-59.0,9.75,39,1
PAIR,run01,indoor_static,454,100,922.0,7,125,4/5,14,274749,275044.0,-62.0,9.25,-60.0,9.5,39,1
PAIR,run01,indoor_static,455,100,922.0,7,125,4/5,14,275300,275595.0,-61.0,10.25,-60.0,10.0,39,1
PAIR,run01,indoor_static,456,100,922.0,7,125,4/5,14,275851,276147.0,-61.0,10.0,-59.0,9.5,39,1
PAIR,run01,indoor_static,457,100,922.0,7,125,4/5,14,276403,276698.0,-62.0,9.5,-59.0,9.5,39,1
PAIR,run01,indoor_static,458,100,922.0,7,125,4/5,14,276953,277249.0,-61.0,9.75,-59.0,9.75,39,1
PAIR,run01,indoor_static,459,100,922.0,7,125,4/5,14,277504,277800.0,-62.0,9.25,-60.0,9.25,39,1
PAIR,run01,indoor_static,460,100,922.0,7,125,4/5,14,278055,278350.0,-62.0,9.25,-61.0,9.5,39,1
PAIR,run01,indoor_static,461,100,922.0,7,125,4/5,14,278605,278901.0,-61.0,9.5,-60.0,9.75,39,1
PAIR,run01,indoor_static,462,100,922.0,7,125,4/5,14,279156,279452.0,-61.0,9.75,-59.0,9.5,39,1
PAIR,run01,indoor_static,463,100,922.0,7,125,4/5,14,279707,280004.0,-61.0,9.5,-60.0,9.75,39,1
PAIR,run01,indoor_static,464,100,922.0,7,125,4/5,14,280261,280557.0,-61.0,10.5,-61.0,9.5,39,1
PAIR,run01,indoor_static,465,100,922.0,7,125,4/5,14,280813,281108.0,-62.0,9.75,-62.0,9.5,39,1
PAIR,run01,indoor_static,466,100,922.0,7,125,4/5,14,281363,281659.0,-61.0,9.5,-61.0,10.0,39,1
PAIR,run01,indoor_static,467,100,922.0,7,125,4/5,14,281914,282209.0,-62.0,9.5,-61.0,10.0,39,1
PAIR,run01,indoor_static,468,100,922.0,7,125,4/5,14,282465,282760.0,-62.0,9.25,-61.0,9.5,39,1
PAIR,run01,indoor_static,469,100,922.0,7,125,4/5,14,283015,283311.0,-61.0,10.0,-61.0,9.5,39,1
PAIR,run01,indoor_static,470,100,922.0,7,125,4/5,14,283566,283862.0,-61.0,9.5,-61.0,10.25,39,1
PAIR,run01,indoor_static,471,100,922.0,7,125,4/5,14,284118,284414.0,-61.0,9.5,-60.0,9.75,39,1
PAIR,run01,indoor_static,472,100,922.0,7,125,4/5,14,284669,284965.0,-60.0,9.75,-61.0,10.0,39,1
PAIR,run01,indoor_static,473,100,922.0,7,125,4/5,14,285220,285515.0,-62.0,9.75,-62.0,9.25,39,1
PAIR,run01,indoor_static,474,100,922.0,7,125,4/5,14,285770,286066.0,-62.0,9.5,-62.0,9.75,39,1
PAIR,run01,indoor_static,475,100,922.0,7,125,4/5,14,286321,286617.0,-63.0,9.25,-62.0,9.5,39,1
PAIR,run01,indoor_static,476,100,922.0,7,125,4/5,14,286872,287167.0,-63.0,9.75,-61.0,9.5,39,1
PAIR,run01,indoor_static,477,100,922.0,7,125,4/5,14,287423,287718.0,-63.0,9.75,-61.0,9.25,39,1
PAIR,run01,indoor_static,478,100,922.0,7,125,4/5,14,287975,288271.0,-63.0,9.5,-61.0,9.5,39,1
PAIR,run01,indoor_static,479,100,922.0,7,125,4/5,14,288526,288821.0,-63.0,9.25,-61.0,9.75,39,1
PAIR,run01,indoor_static,480,100,922.0,7,125,4/5,14,289076,289372.0,-63.0,9.25,-62.0,9.25,39,1
PAIR,run01,indoor_static,481,100,922.0,7,125,4/5,14,289627,289923.0,-63.0,11.75,-60.0,9.5,39,1
PAIR,run01,indoor_static,482,100,922.0,7,125,4/5,14,290178,290473.0,-63.0,11.25,-61.0,9.5,39,1
PAIR,run01,indoor_static,483,100,922.0,7,125,4/5,14,290728,291024.0,-63.0,9.5,-61.0,9.75,39,1
PAIR,run01,indoor_static,484,100,922.0,7,125,4/5,14,291279,291575.0,-63.0,9.5,-62.0,9.75,39,1
PAIR,run01,indoor_static,485,100,922.0,7,125,4/5,14,291832,292127.0,-63.0,9.75,-62.0,10.0,39,1
PAIR,run01,indoor_static,486,100,922.0,7,125,4/5,14,292382,292678.0,-63.0,10.25,-62.0,9.25,39,1
PAIR,run01,indoor_static,487,100,922.0,7,125,4/5,14,292933,293228.0,-63.0,9.75,-62.0,9.5,39,1
PAIR,run01,indoor_static,488,100,922.0,7,125,4/5,14,293484,293781.0,-63.0,10.25,-62.0,10.0,39,1
PAIR,run01,indoor_static,489,100,922.0,7,125,4/5,14,294036,294333.0,-62.0,9.5,-60.0,9.75,39,1
PAIR,run01,indoor_static,490,100,922.0,7,125,4/5,14,294588,294884.0,-62.0,9.75,-60.0,10.0,39,1
PAIR,run01,indoor_static,491,100,922.0,7,125,4/5,14,295139,295434.0,-62.0,9.75,-62.0,9.25,39,1
PAIR,run01,indoor_static,492,100,922.0,7,125,4/5,14,295691,295986.0,-62.0,9.5,-61.0,9.5,39,1
PAIR,run01,indoor_static,493,100,922.0,7,125,4/5,14,296242,296536.0,-63.0,9.5,-62.0,9.75,39,1
PAIR,run01,indoor_static,494,100,922.0,7,125,4/5,14,296792,297087.0,-64.0,10.0,-63.0,9.5,39,1
PAIR,run01,indoor_static,495,100,922.0,7,125,4/5,14,297342,297638.0,-64.0,9.25,-63.0,9.5,39,1
PAIR,run01,indoor_static,496,100,922.0,7,125,4/5,14,297893,298188.0,-64.0,9.0,-62.0,9.5,39,1
PAIR,run01,indoor_static,497,100,922.0,7,125,4/5,14,298444,298739.0,-64.0,9.25,-62.0,9.5,39,1
PAIR,run01,indoor_static,498,100,922.0,7,125,4/5,14,298995,299290.0,-64.0,9.25,-63.0,9.5,39,1
PAIR,run01,indoor_static,499,100,922.0,7,125,4/5,14,299545,299842.0,-65.0,9.0,-62.0,10.0,39,1
