timestamp_ms,slot,frequency_mhz,rssi_dbm,snr,payload_hex,payload_text,length
487306,48,921.000,-28,9.5,69763d36396230326461373136353936386163636231353363363235353139623739632c6d73673d613862333532306265343038346464346465303830663638653439613366353537636331343239386164623466333533616331666439353339386136366635362c636f756e7465723d3230372c743d3438373037362c6b696e643d64617461,iv=69b02da7165968accb153c625519b79c;msg=a8b3520be4084dd4de080f68e49a3f557cc14298adb4f353ac1fd95398a66f56;counter=207;t=487076;kind=data,135
489553,48,921.000,-27,8.5,69763d63653663303833356466303261626139383333616530613061343432373163302c6d73673d613438366662333663663836343135356566663666636162333966363332653862396532623330663831356139653264386161643033373461626239636433662c636f756e7465723d3230382c743d3438393332332c6b696e643d64617461,iv=ce6c0835df02aba9833ae0a0a44271c0;msg=a486fb36cf864155eff6fcab39f632e8b9e2b30f815a9e2d8aad0374abb9cd3f;counter=208;t=489323;kind=data,135
491798,49,921.600,-28,8.0,69763d35623139356564653230363762646363383965636332633231303337306238382c6d73673d383965353132633738636431353537343133636430326631393464353339323566663234346662313632613430393536393831653261373239326639626663342c636f756e7465723d3230392c743d3439313536382c6b696e643d64617461,iv=5b195ede2067bdcc89ecc2c210370b88;msg=89e512c78cd1557413cd02f194d53925ff244fb162a40956981e2a7292f9bfc4;counter=209;t=491568;kind=data,135
494045,49,921.600,-28,9.0,69763d34313465363539383063626134396632396535623232323039636564383766642c6d73673d646236336434376533396135353239303830396265396632303866663464336365626263323735393737643765386465626262306332316466666661616663312c636f756e7465723d3231302c743d3439333831352c6b696e643d64617461,iv=414e65980cba49f29e5b22209ced87fd;msg=db63d47e39a55290809be9f208ff4d3cebbc275977d7e8debbb0c21dfffaafc1;counter=210;t=493815;kind=data,135
496290,49,921.600,-27,8.75,69763d39383531373339353237323131616161333638663539383464393030353631632c6d73673d636461643437306633306536373964666239346565353631376430636537303036616434356333363830333132633535363666636235666233396561343430622c636f756e7465723d3231312c743d3439363035392c6b696e643d64617461,iv=9851739527211aaa368f5984d900561c;msg=cdad470f30e679dfb94ee5617d0ce7006ad45c3680312c5566fcb5fb39ea440b;counter=211;t=496059;kind=data,135
498536,49,921.600,-28,9.0,69763d39353965636335396664323536663037666662333861643536343632306133632c6d73673d373764636465343262396339393337633234646162313563613731633035663463386235363134633063646366323632376533663338333132653563333636352c636f756e7465723d3231322c743d3439383330362c6b696e643d64617461,iv=959ecc59fd256f07ffb38ad564620a3c;msg=77dcde42b9c9937c24dab15ca71c05f4c8b5614c0cdcf2627e3f38312e5c3665;counter=212;t=498306;kind=data,135
500786,50,921.400,-27,9.75,69763d36623238306664623337646165313638643938636363356637343836373365382c6d73673d666461363437626136636564613530323137633561663034356564663664323232663961626338313265363733623132613632346534366361313535636439362c636f756e7465723d3231332c743d3530303535312c6b696e643d64617461,iv=6b280fdb37dae168d98ccc5f748673e8;msg=fda647ba6ceda50217c5af045edf6d222f9abc812e673b12a624e46ca155cd96;counter=213;t=500551;kind=data,135
503033,50,921.400,-27,8.75,69763d64343961363931353432353563643063613035623032333262343134383032372c6d73673d343339343931306234366161613535363961663065316634316638663732303139666636336135646637336462333066353238643437353738383061316661612c636f756e7465723d3231342c743d3530323830312c6b696e643d64617461,iv=d49a69154255cd0ca05b0232b4148027;msg=4394910b46aaa5569af0e1f41f8f72019ff63a5df73db30f528d4757880a1faa;counter=214;t=502801;kind=data,135
505278,50,921.400,-27,8.0,69763d64373765323263353830323932636164376438353931393430373663303634622c6d73673d626137313762623861633731646263653938366633356562366332653233626563663461663131363764363439373264613832393334323739626464326265382c636f756e7465723d3231352c743d3530353034382c6b696e643d64617461,iv=d77e22c580292cad7d859194076c064b;msg=ba717bb8ac71dbce986f35eb6c2e23becf4af1167d64972da82934279bdd2be8;counter=215;t=505048;kind=data,135
507523,50,921.400,-27,8.5,69763d36363262656364373633396361383339343863326237636566393564303838622c6d73673d663864333931626163636361363766373261323664326264666466373435366334303737323263363135346162353664386163653638306138336565643332382c636f756e7465723d3231362c743d3530373239332c6b696e643d64617461,iv=662becd7639ca83948c2b7cef95d088b;msg=f8d391baccca67f72a26d2bdfdf7456c407722c6154ab56d8ace680a83eed328;counter=216;t=507293;kind=data,135
509770,50,921.400,-27,9.5,69763d36363837393566303430626532636232333766376231376166633630633430342c6d73673d356661616232336634343066346330316164363863643630323131393462623836363836376465633362643062326230353435623931666535626337386635662c636f756e7465723d3231372c743d3530393534302c6b696e643d64617461,iv=668795f040be2cb237f7b17afc60c404;msg=5faab23f440f4c01ad68cd6021194bb866867dec3bd0b2b0545b91fe5bc78f5f;counter=217;t=509540;kind=data,135
512015,51,923.400,-28,1.5,69763d36656632393061633535613037303833653532613039306630663237306565302c6d73673d653133363536303964653830343466386365376538636362643366643433653539666432366565353664373937663365653937623765626138313861643136302c636f756e7465723d3231382c743d3531313738342c6b696e643d64617461,iv=6ef290ac55a07083e52a090f0f270ee0;msg=e1365609de8044f8ce7e8ccbd3fd43e59fd26ee56d797f3ee97b7eba818ad160;counter=218;t=511784;kind=data,135
514262,51,923.400,-27,1.0,69763d61613463633534633639343236623336306233636534336363326364333330642c6d73673d303261343931643063383932346630646434663861396165326338613739373361626664393939376463663763333235393533343336666335643934656232662c636f756e7465723d3231392c743d3531343033322c6b696e643d64617461,iv=aa4cc54c69426b360b3ce43cc2cd330d;msg=02a491d0c8924f0dd4f8a9ae2c8a7973abfd9997dcf7c325953436fc5d94eb2f;counter=219;t=514032;kind=data,135
516507,51,923.400,-27,1.25,69763d65376534353737653437663361323631643231616632346337396261343766632c6d73673d643133623866353062343663363965326662633934306233653935363865643139656635363639646136343331656132346337313039336662373532313632332c636f756e7465723d3232302c743d3531363237362c6b696e643d64617461,iv=e7e4577e47f3a261d21af24c79ba47fc;msg=d13b8f50b46c69e2fbc940b3e9568ed19ef5669da6431ea24c71093fb7521623;counter=220;t=516276;kind=data,135
518754,51,923.400,-28,2.75,69763d38663866623738323137653162303039396537396130633933393239363039622c6d73673d396262653335653832323833323737376665393335646136353834383161663261326534326436623037633433386461613137623537333633383965366335622c636f756e7465723d3232312c743d3531383532342c6b696e643d64617461,iv=8f8fb78217e1b0099e79a0c93929609b;msg=9bbe35e822832777fe935da658481af2a2e42d6b07c438daa17b5736389e6c5b;counter=221;t=518524;kind=data,135
521001,52,923.200,-26,0.5,69763d66313733656135383235386332333431316264366335343338396539393765312c6d73673d656336616437363437666431343234383437373565626232303362303766326536393033343139396238393638316436306266366365303061653237646366642c636f756e7465723d3232322c743d3532303737312c6b696e643d64617461,iv=f173ea58258c23411bd6c54389e997e1;msg=ec6ad7647fd142484775ebb203b07f2e69034199b89681d60bf6ce00ae27dcfd;counter=222;t=520771;kind=data,135
525494,52,923.200,-27,-0.5,69763d34643963383731613362383338313439663934363338626164366234383537632c6d73673d613934653830663432613639663531333262653834643431326130356362353336363633323031303530373261323030383562313866323230366333336462372c636f756e7465723d3232342c743d3532353236332c6b696e643d64617461,iv=4d9c871a3b838149f94638bad6b4857c;msg=a94e80f42a69f5132be84d412a05cb53666320105072a20085b18f2206c33db7;counter=224;t=525263;kind=data,135
529987,52,923.200,-27,4.75,69763d61633339643461366162323465356262303330393935383131333339336563622c6d73673d363435656132653930336533616164666364393237643466346633383133303061636363313061343630343762373733386630653364383837613339366233332c636f756e7465723d3232362c743d3532393735362c6b696e643d64617461,iv=ac39d4a6ab24e5bb0309958113393ecb;msg=645ea2e903e3aadfcd927d4f4f381300accc10a46047b7738f0e3d887a396b33;counter=226;t=529756;kind=data,135
532234,53,920.800,-28,9.5,69763d66623632343335363331356639346636303162376633326163616537616464362c6d73673d326437623137376263303332343161633736363266623834613665383139643862366538396364376139653834303439346536613865323261643730363939372c636f756e7465723d3232372c743d3533323030302c6b696e643d64617461,iv=fb624356315f94f601b7f32acae7add6;msg=2d7b177bc03241ac7662fb84a6e819d8b6e89cd7a9e840494e6a8e22ad706997;counter=227;t=532000;kind=data,135
534482,53,920.800,-27,9.5,69763d62643864376531623639396634346537633433333138366635303434653066662c6d73673d616339326639353362343634366363393731326362646163353562616635343365643431343964363031643866356661653836323865306432373662323736362c636f756e7465723d3232382c743d3533343234392c6b696e643d64617461,iv=bd8d7e1b699f44e7c433186f5044e0ff;msg=ac92f953b4646cc9712cbdac55baf543ed4149d601d8f5fae8628e0d276b2766;counter=228;t=534249;kind=data,135
536728,53,920.800,-27,9.75,69763d33323963633330376431376261353762316237636233333666636530393163352c6d73673d346134303664636664386264383966393736396238613034646639333439616133313033373765323563366134323632653937376165333134306239636664642c636f756e7465723d3232392c743d3533363439372c6b696e643d64617461,iv=329cc307d17ba57b1b7cb336fce091c5;msg=4a406dcfd8bd89f9769b8a04df9349aa310377e25c6a4262e977ae3140b9cfdd;counter=229;t=536497;kind=data,135
538973,53,920.800,-28,9.5,69763d34323063313364383834623330303937333166356131353232613436636463632c6d73673d366461636565323964323561663636363261323637646338636630393538633964396432356637366437303161343066303563393638643735393234306339362c636f756e7465723d3233302c743d3533383734322c6b696e643d64617461,iv=420c13d884b3009731f5a1522a46cdcc;msg=6dacee29d25af6662a267dc8cf0958c9d9d25f76d701a40f05c968d759240c96;counter=230;t=538742;kind=data,135
541220,54,920.600,-27,9.25,69763d63383231663265316166346162316330333330633034396532383962306336352c6d73673d303938303361343562663732656632333035613636306236663664376335353135376334363635303131373665376234653962666333303432323563356532662c636f756e7465723d3233312c743d3534303938392c6b696e643d64617461,iv=c821f2e1af4ab1c0330c049e289b0c65;msg=09803a45bf72ef2305a660b6f6d7c55157c466501176e7b4e9bfc304225c5e2f;counter=231;t=540989;kind=data,135
543468,54,920.600,-27,9.75,69763d35333230353731373030356166613530616534646265353030333434646333382c6d73673d383165373761653530313836643464303464393330386338623036663033323635633833376433346632653534666366616465396165366565616632633733662c636f756e7465723d3233322c743d3534333233342c6b696e643d64617461,iv=53205717005afa50ae4dbe500344dc38;msg=81e77ae50186d4d04d9308c8b06f03265c837d34f2e54fcfade9ae6eeaf2c73f;counter=232;t=543234;kind=data,135
545715,54,920.600,-27,9.75,69763d30353436343630393966323537306436643233623234613063646236666138302c6d73673d383163326538303830353937613330316264323730623532303261303935613133633139633531383138656364613132383930386164663430636563333833622c636f756e7465723d3233332c743d3534353438342c6b696e643d64617461,iv=054646099f2570d6d23b24a0cdb6fa80;msg=81c2e8080597a301bd270b5202a095a13c19c51818ecda128908adf40cec383b;counter=233;t=545484;kind=data,135
547963,54,920.600,-27,9.5,69763d36636334396330616530323838636539646463386437373433336339623139662c6d73673d663733636161636333323063653866393464656666626239376466386237376333326130326235353361626531633136626437613635353034656666363732382c636f756e7465723d3233342c743d3534373733322c6b696e643d64617461,iv=6cc49c0ae0288ce9ddc8d77433c9b19f;msg=f73caacc320ce8f94deffbb97df8b77c32a02b553abe1c16bd7a65504eff6728;counter=234;t=547732;kind=data,135
550208,54,920.600,-27,9.5,69763d38366531623338396166613237353936333334653431393138646333326338382c6d73673d376634626237316166616565393833666134646236346432323463623266316238666638383634333261363863626434306532316333336237373562313064652c636f756e7465723d3233352c743d3534393937372c6b696e643d64617461,iv=86e1b389afa27596334e41918dc32c88;msg=7f4bb71afaee983fa4db64d224cb2f1b8ff886432a68cbd40e21c33b775b10de;counter=235;t=549977;kind=data,135
552456,55,921.200,-27,9.5,69763d62633439653038653631383532383731396531333438616466336235323331372c6d73673d313134646435356437376462363430396538646262343339353233356632653332633932643635333934623633383136326136646230386632626330633536362c636f756e7465723d3233362c743d3535323232342c6b696e643d64617461,iv=bc49e08e618528719e1348adf3b52317;msg=114dd55d77db6409e8dbb4395235f2e32c92d65394b638162a6db08f2bc0c566;counter=236;t=552224;kind=data,135
554704,55,921.200,-26,10.0,69763d34643064326137613166353265393439396136383634656334643834616238372c6d73673d333765633963653732326635316238623239623636666363336230646432613139373830353630346565303732613666306139653134303037343033663837342c636f756e7465723d3233372c743d3535343437322c6b696e643d64617461,iv=4d0d2a7a1f52e9499a6864ec4d84ab87;msg=37ec9ce722f51b8b29b66fcc3b0dd2a197805604ee072a6f0a9e14007403f874;counter=237;t=554472;kind=data,135
556949,55,921.200,-27,9.0,69763d39373065343461363461313366316563643965663763346265613534383531382c6d73673d613434623436316238336231363163303062363863346364396562323463653332626266336164313161336561663066623032343234323066646639643333642c636f756e7465723d3233382c743d3535363731382c6b696e643d64617461,iv=970e44a64a13f1ecd9ef7c4bea548518;msg=a44b461b83b161c00b68c4cd9eb24ce32bbf3ad11a3eaf0fb0242420fdf9d33d;counter=238;t=556718;kind=data,135
559197,55,921.200,-27,9.75,69763d35313663306166643633666132633639623035623262356232323636316634392c6d73673d366438316333636434356234303633396430663562303862616239366434326235623332393065643037323732666333643739616335393566373739356238372c636f756e7465723d3233392c743d3535383936352c6b696e643d64617461,iv=516c0afd63fa2c69b05b2b5b22661f49;msg=6d81c3cd45b40639d0f5b08bab96d42b5b3290ed07272fc3d79ac595f7795b87;counter=239;t=558965;kind=data,135
561442,56,921.000,-27,9.5,69763d35396163316535306133316431643965313562303838656632373134643438312c6d73673d613733643334373239633464383965336431616262666164376339346539363963363634636637326566333239316461623236633363396630623535353662642c636f756e7465723d3234302c743d3536313231312c6b696e643d64617461,iv=59ac1e50a31d1d9e15b088ef2714d481;msg=a73d34729c4d89e3d1abbfad7c94e969c664cf72ef3291dab26c3c9f0b5556bd;counter=240;t=561211;kind=data,135
563690,56,921.000,-27,8.25,69763d34646632633033383837393532376365653566353039643762363962613464352c6d73673d613937326430616466326663306335373732613366306337396639333436613635363562613530336132326331343536656662333438636234343361633730352c636f756e7465723d3234312c743d3536333435382c6b696e643d64617461,iv=4df2c038879527cee5f509d7b69ba4d5;msg=a972d0adf2fc0c5772a3f0c79f9346a6565ba503a22c1456efb348cb443ac705;counter=241;t=563458;kind=data,135
565939,56,921.000,-27,8.5,69763d31626534396363303533636362363237313034633838313030663539616533362c6d73673d393631303736353862636135303633333735633031666466363665386534373035613430386563333336316363626535303239386137363137663137616636342c636f756e7465723d3234322c743d3536353730362c6b696e643d64617461,iv=1be49cc053ccb627104c88100f59ae36;msg=96107658bca5063375c01fdf66e8e4705a408ec3361ccbe50298a7617f17af64;counter=242;t=565706;kind=data,135
568183,56,921.000,-27,9.25,69763d35363832373134393563626666396432306433653838313133323037623133312c6d73673d353034323932663831303730653830396236333063636164353830393362656166653636653330386430356336636635366161393661316131623130663834392c636f756e7465723d3234332c743d3536373935312c6b696e643d64617461,iv=568271495cbff9d20d3e88113207b131;msg=504292f81070e809b630ccad58093beafe66e308d05c6cf56aa96a1a1b10f849;counter=243;t=567951;kind=data,135
572679,57,921.600,-27,8.0,69763d65653430393531316633613735633039643263623838316339333238393366642c6d73673d636331636634343763346263316533663936643939306261386533663130356461346665653863303433343166346665616335393635366566383262333163652c636f756e7465723d3234352c743d3537323434342c6b696e643d64617461,iv=ee409511f3a75c09d2cb881c932893fd;msg=cc1cf447c4bc1e3f96d990ba8e3f105da4fee8c04341f4feac59656ef82b31ce;counter=245;t=572444;kind=data,135
574927,57,921.600,-28,7.75,69763d63393164356639636339613538326634393032333439646362396534326566382c6d73673d333264313337386263343838313233303238383866636363633965363130346366343638393664656231353133343932613365366338656634323561363465312c636f756e7465723d3234362c743d3537343639352c6b696e643d64617461,iv=c91d5f9cc9a582f4902349dcb9e42ef8;msg=32d1378bc48812302888fcccc9e6104cf46896deb1513492a3e6c8ef425a64e1;counter=246;t=574695;kind=data,135
577175,57,921.600,-27,10.0,69763d65343638306130306563333439356462653262346566656536636637323838622c6d73673d323339393430316166393938343233623839386232356232383537353134336330663636383862363934343337386232643866626630346230396334313634382c636f756e7465723d3234372c743d3537363934332c6b696e643d64617461,iv=e4680a00ec3495dbe2b4efee6cf7288b;msg=2399401af998423b898b25b28575143c0f6688b6944378b2d8fbf04b09c41648;counter=247;t=576943;kind=data,135
579420,57,921.600,-27,8.5,69763d65343533646565656237303039346531363033373430323462373034663930622c6d73673d646433646433366566653734383262356235363063643832376334383232623238306465336565656532356563643161353662613734376361326463613130392c636f756e7465723d3234382c743d3537393138382c6b696e643d64617461,iv=e453deeeb70094e160374024b704f90b;msg=dd3dd36efe7482b5b560cd827c4822b280de3eeee25ecd1a56ba747ca2dca109;counter=248;t=579188;kind=data,135
581668,58,921.400,-26,6.5,69763d31363066613166306566633632646665656361396662376131313231623532612c6d73673d646334373032303365626264663665613966343434386234353732616230323564653831316561663236363537393135343464303730383438366264616632632c636f756e7465723d3234392c743d3538313433372c6b696e643d64617461,iv=160fa1f0efc62dfeeca9fb7a1121b52a;msg=dc470203ebbdf6ea9f4448b4572ab025de811eaf2665791544d0708486bdaf2c;counter=249;t=581437;kind=data,135
583916,58,921.400,-27,9.0,69763d30303835353235383538663730343239353835623937626337366365373936622c6d73673d343264373034643037633831313339373666386266633463383965633035653264326665356330386337376466313330333937653532633433313964343463312c636f756e7465723d3235302c743d3538333638342c6b696e643d64617461,iv=0085525858f70429585b97bc76ce796b;msg=42d704d07c8113976f8bfc4c89ec05e2d2fe5c08c77df130397e52c4319d44c1;counter=250;t=583684;kind=data,135
586162,58,921.400,-27,8.25,69763d33633266643631623437396632613861383631633761626561666432383639352c6d73673d363339306132663835663232373438393036666439336663643633653130333166663863316365663466333164303439623730653231646634393735396632372c636f756e7465723d3235312c743d3538353933302c6b696e643d64617461,iv=3c2fd61b479f2a8a861c7abeafd28695;msg=6390a2f85f22748906fd93fcd63e1031ff8c1cef4f31d049b70e21df49759f27;counter=251;t=585930;kind=data,135
588409,58,921.400,-27,9.5,69763d32646337363362366135373965643561316162663862663233333830623733342c6d73673d653863656339386364653562346639643065633661666335386461366630356564633065663139663266393137353931316462383435356137346637376361392c636f756e7465723d3235322c743d3538383137382c6b696e643d64617461,iv=2dc763b6a579ed5a1abf8bf23380b734;msg=e8cec98cde5b4f9d0ec6afc58da6f05edc0ef19f2f9175911db8455a74f77ca9;counter=252;t=588178;kind=data,135
590658,59,923.400,-28,1.25,69763d35386139623233373231353865333630643863326239323038396165613562652c6d73673d653631653563626330636236393534366435646466333135663233303535383237663763393261623838313730326365373835333139306334376666306534622c636f756e7465723d3235332c743d3539303432362c6b696e643d64617461,iv=58a9b2372158e360d8c2b92089aea5be;msg=e61e5cbc0cb69546d5ddf315f23055827f7c92ab881702ce7853190c47ff0e4b;counter=253;t=590426;kind=data,135
592904,59,923.400,-28,-1.5,69763d65643566336231663033623465343138303836636335613861363132656530312c6d73673d613765623234653830386638666334326530336164633835303733613134353664376433346435663130353334663866343834303365396363633439656433372c636f756e7465723d3235342c743d3539323637322c6b696e643d64617461,iv=ed5f3b1f03b4e418086cc5a8a612ee01;msg=a7eb24e808f8fc42e03adc85073a1456d7d34d5f10534f8f48403e9ccc49ed37;counter=254;t=592672;kind=data,135
599378,59,923.400,-95,4.25,40ec0ff8018000000163c7062c16508619,NON_UTF8,17
601894,60,923.200,-28,5.25,69763d30393165393436646638316530313833356335333338376266393236376463652c6d73673d316337396239396436616136393663343862366461323037316530333838356665373764376265616335393330363231656335393237636231376435333363342c636f756e7465723d3235382c743d3630313636322c6b696e643d64617461,iv=091e946df81e01835c53387bf9267dce;msg=1c79b99d6aa696c48b6da2071e03885fe77d7beac5930621ec5927cb17d533c4;counter=258;t=601662;kind=data,135
604143,60,923.200,-27,1.5,69763d66643530333236643363393965643538613831383565363465663237336363652c6d73673d303531333233366537613966343863333739333839363839333430323130663136393832383836316636623331306639373864653662656366623338616663382c636f756e7465723d3235392c743d3630333931302c6b696e643d64617461,iv=fd50326d3c99ed58a8185e64ef273cce;msg=0513236e7a9f48c379389689340210f169828861f6b310f978de6becfb38afc8;counter=259;t=603910;kind=data,135
606390,60,923.200,-27,0.0,69763d35653239336230313039396333356134353531363661656330353866663233322c6d73673d323037626365633466636263326364623436626437643164633639326331386466626239346266643938613130323538376231366636326538653739373563632c636f756e7465723d3236302c743d3630363135362c6b696e643d64617461,iv=5e293b01099c35a455166aec058ff232;msg=207bcec4fcbc2cdb46bd7d1dc692c18dfbb94bfd98a102587b16f62e8e7975cc;counter=260;t=606156;kind=data,135
608637,60,923.200,-27,0.0,69763d35323462656164643363343435333135346334316566393137323632353762642c6d73673d383161653966343634663138303863643466396239303461316135343531633632343233623735383362303561313264396232316437346635303565396231612c636f756e7465723d3236312c743d3630383430342c6b696e643d64617461,iv=524beadd3c4453154c41ef91726257bd;msg=81ae9f464f1808cd4f9b904a1a5451c62423b7583b05a12d9b21d74f505e9b1a;counter=261;t=608404;kind=data,135
610885,61,920.800,-27,9.75,69763d38326335646636373038616561663034393638393031633232353930336365632c6d73673d343965623665656135613737396232396538313061363565373465326366613832326137343166626631366531386639333966656265666139336565353661652c636f756e7465723d3236322c743d3631303635332c6b696e643d64617461,iv=82c5df6708aeaf04968901c225903cec;msg=49eb6eea5a779b29e810a65e74e2cfa822a741fbf16e18f939febefa93ee56ae;counter=262;t=610653;kind=data,135
613131,61,920.800,-27,8.75,69763d35326138393332626334353139386637383166623738633333316636643164302c6d73673d613332613331616163303761623432356136396337366430636166373330663761323061653937366265323961306363316235306237653761393464613938332c636f756e7465723d3236332c743d3631323839382c6b696e643d64617461,iv=52a8932bc45198f781fb78c331f6d1d0;msg=a32a31aac07ab425a69c76d0caf730f7a20ae976be29a0cc1b50b7e7a94da983;counter=263;t=612898;kind=data,135
615379,61,920.800,-27,9.5,69763d30613031323738366361356661383761333333323038353263333264386364322c6d73673d396364356634373861333965333330363533306362316363616639323064333235356335636564393735666362656438646364323932383263656161656132382c636f756e7465723d3236342c743d3631353134372c6b696e643d64617461,iv=0a012786ca5fa87a33320852c32d8cd2;msg=9cd5f478a39e3306530cb1ccaf920d3255c5ced975fcbed8dcd29282ceaaea28;counter=264;t=615147;kind=data,135
617627,61,920.800,-26,10.0,69763d37366161336366336664613338653439363130343734356636613532303131392c6d73673d653163663362396134653537633634373337656234663533613834623732653833643331323534306433626530306563343934386233626638306639346634302c636f756e7465723d3236352c743d3631373339352c6b696e643d64617461,iv=76aa3cf3fda38e496104745f6a520119;msg=e1cf3b9a4e57c64737eb4f53a84b72e83d312540d3be00ec4948b3bf80f94f40;counter=265;t=617395;kind=data,135
619873,61,920.800,-27,10.0,69763d39316161663132353030303163643738393266373761313431643337613061652c6d73673d653964336535373036626363613666303637363438353762656332353162306161356363313337303431353833623262383239346363326535623732353237332c636f756e7465723d3236362c743d3631393634312c6b696e643d64617461,iv=91aaf1250001cd7892f77a141d37a0ae;msg=e9d3e5706bcca6f06764857bec251b0aa5cc137041583b2b8294cc2e5b725273;counter=266;t=619641;kind=data,135
622122,62,920.600,-27,9.75,69763d66346638313039646339656531636466663365663639613431643162393663392c6d73673d336238663064623632663761313435316663336663353333653737316532386564376133316234656162376438316565623331633762306434346532373265622c636f756e7465723d3236372c743d3632313838392c6b696e643d64617461,iv=f4f8109dc9ee1cdff3ef69a41d1b96c9;msg=3b8f0db62f7a1451fc3fc533e771e28ed7a31b4eab7d81eeb31c7b0d44e272eb;counter=267;t=621889;kind=data,135
624371,62,920.600,-27,9.75,69763d63336639666565306236643631393132633864386333333038343034313466642c6d73673d376664323462333564303330616136623963383664633937386433653932313564346161663538316135613538663861643233626639383236356534346439392c636f756e7465723d3236382c743d3632343133382c6b696e643d64617461,iv=c3f9fee0b6d61912c8d8c330840414fd;msg=7fd24b35d030aa6b9c86dc978d3e9215d4aaf581a5a58f8ad23bf98265e44d99;counter=268;t=624138;kind=data,135
626616,62,920.600,-27,9.5,69763d39336330346535393638636162363665323633393662376534356338393466612c6d73673d363539366437656162653238316235643230396236326535363864303330303164303731613037643133376630623861663736646238393532666533336461642c636f756e7465723d3236392c743d3632363338342c6b696e643d64617461,iv=93c04e5968cab66e26396b7e45c894fa;msg=6596d7eabe281b5d209b62e568d03001d071a07d137f0b8af76db8952fe33dad;counter=269;t=626384;kind=data,135
628865,62,920.600,-26,9.75,69763d38656166386266316638633531326266383837633731626139646635353161382c6d73673d323861313837376636306332393561653338356264393061376136383466353238653561326133386635306234623931646263376161663362613638366664622c636f756e7465723d3237302c743d3632383633322c6b696e643d64617461,iv=8eaf8bf1f8c512bf887c71ba9df551a8;msg=28a1877f60c295ae385bd90a7a684f528e5a2a38f50b4b91dbc7aaf3ba686fdb;counter=270;t=628632;kind=data,135
631114,63,921.200,-27,6.75,69763d65633732656663613036366163666262623065303665636135613734353139362c6d73673d646330613833616634383363353137363462636635393365653137643838376463633732336464663035626434353666376562303662663635313733373239312c636f756e7465723d3237312c743d3633303838312c6b696e643d64617461,iv=ec72efca066acfbbb0e06eca5a745196;msg=dc0a83af483c51764bcf593ee17d887dcc723ddf05bd456f7eb06bf651737291;counter=271;t=630881;kind=data,135
633360,63,921.200,-27,9.75,69763d36633131333831653036666438323537626365663038383262306333383630342c6d73673d316165373838303131383637333339393366366564336232613739633235316439663864653736376362396639626635636361646137636532643361356231662c636f756e7465723d3237322c743d3633333132372c6b696e643d64617461,iv=6c11381e06fd8257bcef0882b0c38604;msg=1ae78801186733993f6ed3b2a79c251d9f8de767cb9f9bf5ccada7ce2d3a5b1f;counter=272;t=633127;kind=data,135
635609,63,921.200,-27,8.75,69763d35613463613866396333396666316231653831633163336139333637343962302c6d73673d623435613136653264346565653833353432633238613934613132633038376239356463373164313633326236333166653439336438666266366235346130632c636f756e7465723d3237332c743d3633353337362c6b696e643d64617461,iv=5a4ca8f9c39ff1b1e81c1c3a936749b0;msg=b45a16e2d4eee83542c28a94a12c087b95dc71d1632b631fe493d8fbf6b54a0c;counter=273;t=635376;kind=data,135
637857,63,921.200,-28,9.5,69763d38656265383730656465643266633065613631323735306161306336373361642c6d73673d666461346134356166366134306639386637393662373832626165636664343965363137656163326135306665333935386434396132663165376338626239382c636f756e7465723d3237342c743d3633373632342c6b696e643d64617461,iv=8ebe870eded2fc0ea612750aa0c673ad;msg=fda4a45af6a40f98f796b782baecfd49e617eac2a50fe3958d49a2f1e7c8bb98;counter=274;t=637624;kind=data,135
640106,63,921.200,-27,9.0,69763d64613661353838336461666334396133343265353161353135343132316364652c6d73673d346132323366353639326564393461646633303035336134366263336363323864366439393463353435373166633537316633343739333135353261303265392c636f756e7465723d3237352c743d3633393837332c6b696e643d64617461,iv=da6a5883dafc49a342e51a5154121cde;msg=4a223f5692ed94adf30053a46bc3cc28d6d994c54571fc571f347931552a02e9;counter=275;t=639873;kind=data,135
642352,64,921.000,-27,7.75,69763d30653461323032363366343433633439653836623137376466326266383734322c6d73673d346533373032383435383837613465646462396530376638643830306130643661313237636633363939616265383931353130303064306637343163316265642c636f756e7465723d3237362c743d3634323131392c6b696e643d64617461,iv=0e4a20263f443c49e86b177df2bf8742;msg=4e3702845887a4eddb9e07f8d800a0d6a127cf3699abe89151000d0f741c1bed;counter=276;t=642119;kind=data,135
644601,64,921.000,-27,9.75,69763d35643738303766326465353562643364383365383038353832373931323164322c6d73673d663734643439323338633233656531393764666533616130303731353239386333656437373166373461653766386466356162636666643835663530623133332c636f756e7465723d3237372c743d3634343336382c6b696e643d64617461,iv=5d7807f2de55bd3d83e80858279121d2;msg=f74d49238c23ee197dfe3aa00715298c3ed771f74ae7f8df5abcffd85f50b133;counter=277;t=644368;kind=data,135
646850,64,921.000,-27,10.0,69763d32393639636163396563393032313263353764636665323639613437383230632c6d73673d626366313739363465326438303932333432313666366363663430383237663863303531363265333563316665636162613936363361633037623930616136392c636f756e7465723d3237382c743d3634363631372c6b696e643d64617461,iv=2969cac9ec90212c57dcfe269a47820c;msg=bcf17964e2d809234216f6ccf40827f8c05162e35c1fecaba9663ac07b90aa69;counter=278;t=646617;kind=data,135
