t_ms,rssi_dbm,snr_db,epoch_s
23557,-13,9.5,822929915
23697,-13,9.25,822929915
23837,-13,9.5,822929915
23979,-12,10.25,822929915
24119,-12,9.25,822929916
24259,-13,9.5,822929916
24399,-13,9.5,822929916
24539,-13,9.5,822929916
24679,-13,9.25,822929916
24819,-13,9.5,822929916
24959,-13,9.75,822929916
25099,-22,9.0,822929917
25239,-12,9.5,822929917
25379,-13,9.0,822929917
25519,-12,9.5,822929917
25659,-12,10.0,822929917
25799,-13,9.0,822929917
25939,-13,9.5,822929917
26079,-13,9.0,822929918
26219,-12,9.5,822929918
26362,-13,9.0,822929918
26502,-12,9.5,822929918
26641,-13,8.75,822929918
26781,-12,9.5,822929918
26922,-12,9.25,822929918
27062,-13,9.0,822929919
27202,-13,8.75,822929919
27342,-12,9.0,822929919
27482,-12,9.0,822929919
27622,-13,9.0,822929919
27762,-12,9.25,822929919
27902,-13,9.0,822929919
28044,-13,9.5,822929920
28182,-12,9.0,822929920
28322,-13,9.25,822929920
28462,-14,9.25,822929920
28602,-12,9.25,822929920
28742,-13,9.0,822929920
28882,-14,9.25,822929920
29022,-12,9.25,822929921
29164,-13,9.25,822929921
29304,-12,9.5,822929921
29444,-13,9.5,822929921
29586,-14,9.75,822929921
29726,-12,9.25,822929921
29867,-13,9.25,822929921
30007,-12,9.5,822929922
30147,-12,9.75,822929922
30288,-15,9.5,822929922
30427,-12,9.25,822929922
30567,-13,9.5,822929922
30707,-12,9.0,822929922
30848,-11,9.5,822929922
30988,-13,9.0,822929923
31128,-12,9.25,822929923
31268,-12,9.0,822929923
31408,-12,9.25,822929923
31548,-12,9.0,822929923
31688,-13,9.25,822929923
31829,-12,9.25,822929923
31969,-12,9.0,822929923
32113,-12,9.25,822929924
32251,-13,9.25,822929924
32391,-12,9.5,822929924
32531,-13,9.25,822929924
32672,-21,10.0,822929924
32812,-12,9.25,822929924
32952,-13,9.25,822929924
33092,-12,9.0,822929925
33232,-12,9.25,822929925
33372,-13,9.25,822929925
33513,-12,10.0,822929925
33652,-12,9.5,822929925
33793,-11,9.25,822929925
33933,-13,9.5,822929925
34073,-13,9.25,822929926
34213,-13,9.25,822929926
34354,-13,9.25,822929926
34493,-12,9.25,822929926
34634,-13,9.75,822929926
34774,-13,11.5,822929926
34914,-12,9.25,822929926
35054,-13,9.25,822929927
35194,-22,9.0,822929927
35334,-12,9.25,822929927
35476,-12,9.5,822929927
35616,-12,9.25,822929927
35756,-13,9.25,822929927
35897,-15,9.5,822929927
36036,-12,9.25,822929928
36177,-13,9.25,822929928
36317,-12,9.75,822929928
36457,-12,8.75,822929928
36597,-14,9.5,822929928
36737,-12,9.5,822929928
36877,-12,9.25,822929928
37017,-12,9.5,822929929
37158,-13,9.25,822929929
37298,-16,9.25,822929929
37438,-13,9.25,822929929
37578,-12,9.25,822929929
37718,-13,9.5,822929929
37860,-13,9.25,822929929
38001,-13,9.5,822929930
38141,-12,9.75,822929930
38281,-13,10.5,822929930
38421,-12,9.5,822929930
38561,-12,9.25,822929930
38701,-13,9.25,822929930
38842,-12,9.0,822929930
38982,-12,9.25,822929930
39124,-12,9.25,822929931
39262,-12,9.0,822929931
39402,-12,9.25,822929931
39542,-12,9.25,822929931
39682,-12,9.25,822929931
39823,-13,9.25,822929931
39962,-13,9.25,822929931
40103,-13,9.25,822929932
40245,-14,11.75,822929932
40385,-12,9.5,822929932
40525,-12,9.75,822929932
40665,-13,9.5,822929932
40805,-12,9.75,822929932
40948,-13,10.0,822929932
41085,-12,9.5,822929933
41225,-12,9.25,822929933
41366,-13,9.25,822929933
41506,-12,9.0,822929933
41646,-13,9.5,822929933
41786,-13,9.25,822929933
41926,-12,9.5,822929933
42066,-12,9.5,822929934
42207,-13,9.25,822929934
42347,-13,9.5,822929934
42487,-12,9.5,822929934
42627,-13,9.25,822929934
42767,-12,9.25,822929934
42908,-14,9.5,822929934
43048,-12,9.5,822929935
43187,-12,9.5,822929935
43328,-12,9.75,822929935
43468,-12,9.5,822929935
43610,-12,9.75,822929935
43750,-12,9.75,822929935
43890,-12,10.0,822929935
44031,-13,10.0,822929936
44171,-13,9.25,822929936
44311,-12,9.0,822929936
44451,-13,9.75,822929936
44731,-16,9.75,822929936
44871,-13,9.25,822929936
45012,-13,10.0,822929937
45152,-12,9.5,822929937
45292,-12,9.5,822929937
45432,-13,9.5,822929937
45572,-12,9.25,822929937
45712,-13,9.25,822929937
45852,-12,9.75,822929937
45994,-13,12.25,822929938
46135,-12,9.25,822929938
46275,-12,9.0,822929938
46415,-12,10.0,822929938
46555,-14,9.25,822929938
46695,-12,9.75,822929938
46835,-12,9.75,822929938
46976,-22,9.25,822929938
47116,-13,9.25,822929939
47256,-12,9.25,822929939
47396,-12,9.25,822929939
47536,-12,9.75,822929939
47676,-12,9.25,822929939
47816,-12,10.0,822929939
47956,-12,9.75,822929939
48097,-12,9.75,822929940
48237,-12,10.0,822929940
48379,-12,9.5,822929940
48517,-12,9.0,822929940
48657,-12,9.25,822929940
48798,-12,9.5,822929940
48938,-13,9.75,822929940
49078,-12,9.5,822929941
49218,-13,9.5,822929941
49360,-23,9.0,822929941
49500,-12,9.25,822929941
49640,-13,9.5,822929941
49781,-13,9.5,822929941
49921,-13,9.25,822929941
50061,-12,9.5,822929942
50201,-12,9.75,822929942
50341,-12,9.5,822929942
50481,-12,9.25,822929942
50621,-12,10.0,822929942
50762,-14,9.5,822929942
50902,-12,9.75,822929942
51042,-13,9.75,822929943
51182,-13,9.5,822929943
51323,-24,8.75,822929943
51462,-12,9.25,822929943
51602,-13,10.25,822929943
51745,-12,9.75,822929943
51885,-12,9.5,822929943
52025,-12,10.25,822929944
52165,-12,9.25,822929944
52305,-12,9.5,822929944
52445,-13,9.75,822929944
52586,-13,9.5,822929944
52726,-12,9.0,822929944
52866,-14,9.5,822929944
53006,-13,8.75,822929945
53148,-13,9.25,822929945
53286,-12,9.5,822929945
53426,-13,9.0,822929945
53567,-13,9.25,822929945
53707,-12,9.5,822929945
53847,-13,9.25,822929945
53987,-14,9.25,822929946
54127,-12,9.5,822929946
54267,-13,9.5,822929946
54407,-12,9.25,822929946
54547,-12,9.5,822929946
54688,-12,9.25,822929946
54828,-13,9.25,822929946
54968,-12,9.75,822929946
55110,-12,9.75,822929947
55250,-12,10.0,822929947
55390,-12,10.0,822929947
55530,-12,9.5,822929947
55670,-12,10.0,822929947
55810,-12,10.25,822929947
55950,-12,10.0,822929947
56091,-13,9.5,822929948
56231,-12,9.75,822929948
56371,-12,9.75,822929948
56511,-12,10.0,822929948
56651,-12,9.75,822929948
56791,-13,9.75,822929948
56934,-12,9.25,822929948
57071,-13,9.25,822929949
57213,-12,9.25,822929949
57353,-13,9.5,822929949
57495,-13,9.25,822929949
57775,-17,9.0,822929949
57917,-14,9.25,822929949
58055,-13,9.25,822929950
58196,-13,9.25,822929950
58335,-12,9.5,822929950
58475,-13,9.25,822929950
58616,-13,9.25,822929950
58756,-13,9.5,822929950
58895,-13,9.25,822929950
59036,-13,9.0,822929951
59176,-13,9.0,822929951
59316,-13,9.25,822929951
59456,-13,9.0,822929951
59596,-13,9.25,822929951
59736,-12,9.0,822929951
59878,-12,9.25,822929951
60018,-13,9.25,822929952
60158,-13,9.5,822929952
60298,-13,9.0,822929952
60440,-14,8.75,822929952
60578,-13,9.5,822929952
60718,-13,9.0,822929952
60858,-13,9.0,822929952
60998,-13,9.5,822929953
61138,-12,9.25,822929953
61278,-13,9.25,822929953
61418,-13,9.25,822929953
61558,-13,9.5,822929953
61698,-13,9.5,822929953
61838,-13,9.25,822929953
61978,-13,9.25,822929953
62118,-13,8.75,822929954
62258,-14,9.25,822929954
62398,-12,9.0,822929954
62538,-13,9.25,822929954
62678,-13,9.25,822929954
62818,-13,9.25,822929954
62958,-13,9.25,822929954
63098,-13,9.0,822929955
63240,-13,9.25,822929955
63381,-13,9.0,822929955
63521,-13,9.25,822929955
63661,-14,9.25,822929955
63801,-12,9.5,822929955
63941,-12,9.25,822929955
64081,-13,9.0,822929956
64223,-14,9.25,822929956
64361,-13,9.25,822929956
64501,-13,9.0,822929956
64641,-13,9.5,822929956
64781,-14,9.0,822929956
64921,-15,8.75,822929956
65061,-14,9.25,822929957
65201,-12,9.5,822929957
65341,-12,8.75,822929957
65481,-13,9.25,822929957
65623,-13,9.25,822929957
65763,-13,9.5,822929957
65905,-13,8.75,822929957
66043,-13,9.25,822929958
66183,-13,9.0,822929958
66323,-13,9.0,822929958
66463,-13,9.25,822929958
66603,-13,9.75,822929958
66743,-12,9.5,822929958
66883,-12,9.25,822929958
67023,-13,9.25,822929959
67163,-12,9.25,822929959
67303,-13,9.25,822929959
67444,-13,9.25,822929959
67584,-13,9.25,822929959
67723,-13,12.0,822929959
67866,-13,8.75,822929959
68003,-12,9.25,822929960
68144,-12,9.25,822929960
68284,-13,9.25,822929960
68424,-13,9.0,822929960
68564,-13,9.25,822929960
68704,-13,8.5,822929960
68844,-12,9.0,822929960
68985,-13,9.5,822929961
69125,-13,9.25,822929961
69266,-23,8.75,822929961
69405,-12,9.0,822929961
69545,-12,9.25,822929961
69686,-13,9.0,822929961
69826,-12,9.25,822929961
69966,-13,9.5,822929961
70106,-13,9.25,822929962
70246,-13,9.25,822929962
70386,-13,9.5,822929962
70526,-13,9.0,822929962
70666,-13,9.0,822929962
70806,-12,9.25,822929962
70946,-12,9.5,822929962
71086,-13,9.25,822929963
71226,-13,9.75,822929963
71368,-13,9.75,822929963
71508,-14,9.75,822929963
71650,-13,9.75,822929963
71788,-13,9.25,822929963
71928,-13,9.25,822929963
72068,-13,10.25,822929964
72208,-12,10.0,822929964
72348,-12,9.25,822929964
72488,-12,9.75,822929964
72628,-13,8.75,822929964
72768,-13,9.5,822929964
72910,-13,9.5,822929964
73048,-12,9.5,822929965
73188,-13,9.0,822929965
73328,-13,9.75,822929965
73468,-14,8.75,822929965
73608,-12,9.0,822929965
73751,-12,9.25,822929965
73890,-12,9.5,822929965
74031,-13,9.5,822929966
74171,-13,9.75,822929966
74310,-13,9.0,822929966
74451,-14,9.5,822929966
74591,-13,9.25,822929966
74731,-13,9.25,822929966
74871,-13,9.25,822929966
75011,-13,9.25,822929967
75151,-12,9.0,822929967
75291,-13,9.75,822929967
75431,-13,9.75,822929967
75571,-13,9.75,822929967
75711,-13,9.25,822929967
75851,-13,10.25,822929967
75991,-12,9.25,822929968
76131,-13,9.5,822929968
76271,-13,9.5,822929968
76411,-13,9.75,822929968
76551,-22,9.0,822929968
76693,-13,9.0,822929968
76831,-13,9.25,822929968
76971,-13,10.25,822929968
77113,-13,9.25,822929969
77253,-23,9.0,822929969
77393,-13,9.25,822929969
77533,-13,9.25,822929969
77673,-13,9.5,822929969
77813,-12,9.25,822929969
77953,-13,9.5,822929969
78093,-13,11.75,822929970
78233,-13,9.75,822929970
78373,-13,10.25,822929970
78514,-13,9.5,822929970
78653,-12,9.75,822929970
78794,-12,9.75,822929970
78934,-15,9.25,822929970
79073,-13,9.5,822929971
79213,-12,9.75,822929971
79354,-12,9.5,822929971
79496,-13,9.5,822929971
79636,-12,9.75,822929971
79776,-12,10.25,822929971
79916,-13,9.5,822929971
80056,-13,9.5,822929972
80196,-13,9.25,822929972
80336,-12,9.75,822929972
80476,-13,9.5,822929972
80616,-12,10.5,822929972
80756,-21,9.0,822929972
80896,-13,9.75,822929972
81036,-13,9.5,822929973
81176,-13,9.5,822929973
81316,-13,9.25,822929973
81456,-13,9.5,822929973
81598,-13,9.0,822929973
81736,-14,9.0,822929973
81876,-13,9.0,822929973
82016,-12,9.25,822929974
82156,-13,9.5,822929974
82296,-13,9.5,822929974
82436,-12,9.25,822929974
82716,-14,9.25,822929974
82858,-13,9.5,822929974
82998,-13,9.0,822929975
83138,-13,9.25,822929975
83278,-13,9.5,822929975
83418,-12,9.25,822929975
83558,-12,9.25,822929975
83698,-12,9.5,822929975
83838,-13,9.75,822929975
83978,-13,9.75,822929975
84118,-13,9.5,822929976
84398,-13,9.5,822929976
84538,-13,9.75,822929976
84678,-13,10.0,822929976
84818,-12,9.75,822929976
84958,-12,9.5,822929976
85098,-13,10.5,822929977
85242,-13,9.75,822929977
85382,-13,10.0,822929977
85523,-13,9.5,822929977
85663,-13,9.5,822929977
85803,-13,9.75,822929977
85943,-13,9.75,822929977
86083,-12,10.0,822929978
86225,-14,9.75,822929978
86363,-13,9.5,822929978
86504,-14,9.25,822929978
86644,-13,9.25,822929978
86784,-13,10.0,822929978
86924,-13,9.0,822929978
87064,-13,9.25,822929979
87204,-13,9.25,822929979
87344,-13,9.5,822929979
87485,-13,9.0,822929979
87627,-13,9.5,822929979
87767,-13,9.5,822929979
87907,-13,9.0,822929979
88047,-13,9.5,822929980
88187,-13,9.5,822929980
88328,-13,9.25,822929980
88468,-13,9.5,822929980
88608,-13,9.0,822929980
88748,-13,9.25,822929980
88888,-13,9.5,822929980
89030,-13,9.0,822929981
89169,-13,9.25,822929981
89308,-13,9.5,822929981
89449,-13,10.0,822929981
89589,-13,9.5,822929981
89729,-13,9.5,822929981
89869,-13,9.75,822929981
90009,-13,9.25,822929982
90149,-13,9.5,822929982
90289,-13,9.75,822929982
90430,-12,9.0,822929982
90570,-13,9.25,822929982
90710,-13,9.25,822929982
90850,-13,10.25,822929982
90992,-13,9.25,822929983
91132,-12,9.25,822929983
91273,-14,9.25,822929983
91413,-13,9.0,822929983
91553,-13,9.75,822929983
91693,-13,9.25,822929983
91833,-13,9.25,822929983
91973,-13,9.25,822929983
92114,-13,9.75,822929984
92254,-13,9.75,822929984
92394,-13,9.75,822929984
92534,-12,9.75,822929984
92674,-22,9.0,822929984
92814,-13,9.5,822929984
92955,-13,10.0,822929984
93094,-12,9.75,822929985
93235,-14,9.75,822929985
93377,-13,9.75,822929985
93517,-13,9.5,822929985
93657,-13,9.75,822929985
93797,-12,9.25,822929985
93938,-13,9.75,822929985
94078,-12,10.25,822929986
94218,-13,9.25,822929986
94358,-12,9.75,822929986
94498,-13,9.75,822929986
94638,-13,10.25,822929986
94778,-13,9.25,822929986
94919,-13,9.0,822929986
95059,-13,9.5,822929987
95199,-13,9.5,822929987
95339,-13,9.25,822929987
95479,-13,9.0,822929987
95619,-14,9.5,822929987
95760,-13,9.25,822929987
95900,-13,9.5,822929987
96040,-13,9.5,822929988
96180,-12,9.75,822929988
96320,-13,9.25,822929988
96460,-13,9.75,822929988
96600,-12,9.25,822929988
96744,-13,9.25,822929988
96882,-13,9.25,822929988
97023,-13,9.0,822929989
97163,-13,9.0,822929989
97303,-12,9.0,822929989
97443,-12,9.75,822929989
97583,-22,9.0,822929989
97723,-13,9.5,822929989
97864,-13,9.75,822929989
98004,-12,11.5,822929990
98144,-12,9.75,822929990
98284,-12,9.5,822929990
98424,-12,9.25,822929990
98564,-13,9.5,822929990
98704,-12,9.5,822929990
98844,-12,10.0,822929990
98985,-12,10.0,822929990
99127,-13,9.25,822929991
99267,-13,9.75,822929991
99407,-13,9.5,822929991
99548,-13,9.25,822929991
99687,-14,9.25,822929991
99828,-13,9.25,822929991
99968,-13,9.25,822929991
100108,-12,12.0,822929992
100249,-15,9.25,822929992
100388,-13,9.25,822929992
100529,-13,9.25,822929992
100668,-13,9.0,822929992
100809,-13,9.25,822929992
100949,-15,9.0,822929992
101089,-23,9.0,822929993
101229,-22,8.25,822929993
101369,-13,9.5,822929993
101511,-13,9.25,822929993
101651,-12,9.0,822929993
101792,-13,9.25,822929993
101932,-13,9.5,822929993
102072,-13,9.0,822929994
102352,-16,9.25,822929994
102492,-12,9.25,822929994
102632,-14,8.5,822929994
102774,-13,9.25,822929994
102913,-13,9.25,822929994
103053,-14,9.5,822929995
103193,-13,9.0,822929995
103333,-13,9.25,822929995
103473,-13,9.5,822929995
103613,-13,9.25,822929995
103754,-13,9.25,822929995
103894,-13,9.25,822929995
104034,-13,9.25,822929996
104174,-13,9.5,822929996
104314,-13,9.5,822929996
104454,-13,9.25,822929996
104594,-13,9.25,822929996
104735,-12,9.25,822929996
104877,-13,9.25,822929996
105017,-14,9.25,822929997
105157,-12,9.5,822929997
105297,-13,9.0,822929997
105437,-13,9.25,822929997
105578,-13,9.25,822929997
105718,-13,9.5,822929997
105858,-12,9.25,822929997
105998,-13,9.25,822929998
106138,-13,9.0,822929998
106278,-13,9.5,822929998
106418,-13,9.25,822929998
106559,-15,9.25,822929998
106699,-13,9.25,822929998
106839,-13,9.0,822929998
106979,-12,9.0,822929998
107119,-13,9.75,822929999
107261,-13,9.5,822929999
107402,-15,9.25,822929999
107542,-13,9.25,822929999
107682,-13,9.25,822929999
107822,-13,9.0,822929999
107962,-12,8.5,822929999
108102,-13,9.25,822930000
108242,-13,9.0,822930000
108383,-12,9.25,822930000
108523,-13,9.25,822930000
108663,-13,9.0,822930000
108803,-13,9.5,822930000
108943,-13,9.0,822930000
109083,-13,9.5,822930001
109223,-14,10.0,822930001
109364,-13,9.25,822930001
109504,-13,9.0,822930001
109644,-13,9.25,822930001
109784,-13,9.5,822930001
109924,-13,9.25,822930001
110067,-13,9.0,822930002
110205,-13,9.25,822930002
110345,-12,9.25,822930002
110485,-13,8.75,822930002
110627,-13,9.25,822930002
110767,-13,9.25,822930002
110907,-13,9.0,822930002
111048,-13,9.25,822930003
111188,-12,9.25,822930003
111328,-13,9.0,822930003
111468,-13,8.75,822930003
111608,-13,9.25,822930003
111748,-13,9.25,822930003
111888,-13,9.25,822930003
112029,-12,9.25,822930004
112168,-13,9.0,822930004
112309,-13,9.0,822930004
112449,-13,9.5,822930004
112589,-13,9.5,822930004
112729,-12,9.0,822930004
112870,-13,9.25,822930004
113011,-12,9.5,822930005
113152,-13,9.25,822930005
113293,-13,8.75,822930005
113434,-24,9.0,822930005
113574,-13,9.0,822930005
113714,-12,9.0,822930005
113854,-13,10.0,822930005
113994,-13,9.25,822930006
114134,-13,8.75,822930006
114274,-12,9.5,822930006
114416,-14,9.5,822930006
114554,-12,9.75,822930006
114694,-13,9.0,822930006
114834,-13,9.75,822930006
114974,-13,9.25,822930006
115114,-12,9.0,822930007
115254,-12,9.5,822930007
115396,-12,9.25,822930007
115536,-14,9.5,822930007
115676,-12,9.5,822930007
115816,-12,9.75,822930007
115956,-13,9.25,822930007
116096,-13,9.5,822930008
116236,-12,9.5,822930008
116376,-12,9.0,822930008
116516,-12,9.5,822930008
116796,-13,9.5,822930008
116936,-13,9.5,822930008
117076,-12,9.5,822930009
117216,-13,9.75,822930009
117356,-15,9.25,822930009
117496,-13,9.0,822930009
117636,-13,9.0,822930009
117777,-13,9.5,822930009
117916,-13,9.25,822930009
118056,-13,8.75,822930010
118197,-13,9.0,822930010
118336,-13,9.25,822930010
118476,-13,9.25,822930010
118617,-13,9.25,822930010
118759,-12,9.5,822930010
118899,-12,9.75,822930010
119039,-22,9.0,822930011
119179,-13,9.5,822930011
119319,-12,10.0,822930011
119459,-12,9.75,822930011
119599,-11,9.25,822930011
119741,-12,9.25,822930011
119879,-12,10.0,822930011
120019,-13,9.75,822930012
120159,-13,8.75,822930012
120299,-13,9.0,822930012
120439,-14,9.0,822930012
120719,-16,8.75,822930012
120859,-13,9.0,822930012
120999,-13,9.0,822930013
121141,-13,9.5,822930013
121281,-13,9.25,822930013
121421,-13,9.0,822930013
121563,-13,9.25,822930013
121704,-13,9.25,822930013
121841,-14,9.25,822930013
121981,-13,9.0,822930013
122121,-13,9.5,822930014
122263,-13,9.0,822930014
122402,-13,9.25,822930014
122541,-13,9.25,822930014
122681,-13,9.25,822930014
122821,-14,9.5,822930014
122961,-12,9.5,822930014
123102,-12,9.5,822930015
123242,-13,9.25,822930015
123382,-13,9.75,822930015
123521,-12,9.5,822930015
123662,-12,9.75,822930015
123802,-12,9.5,822930015
123942,-12,9.25,822930015
124082,-12,9.75,822930016
124362,-21,9.5,822930016
124504,-12,9.0,822930016
124644,-13,9.25,822930016
124784,-13,9.25,822930016
124924,-12,9.0,822930016
125064,-12,9.0,822930017
125204,-12,9.25,822930017
125344,-13,9.5,822930017
125484,-12,9.25,822930017
125624,-12,9.0,822930017
125764,-13,9.25,822930017
125904,-13,8.75,822930017
126046,-13,8.75,822930018
126184,-13,9.0,822930018
126324,-13,9.5,822930018
126464,-13,9.5,822930018
126604,-13,8.75,822930018
126744,-13,9.25,822930018
126886,-13,9.0,822930018
127026,-13,9.25,822930019
127167,-13,9.25,822930019
127307,-13,9.0,822930019
127446,-13,9.5,822930019
127587,-12,9.25,822930019
127727,-12,9.25,822930019
127867,-13,9.75,822930019
128007,-13,9.75,822930020
128147,-13,9.5,822930020
128287,-13,9.75,822930020
128427,-13,9.5,822930020
128567,-12,9.0,822930020
128707,-12,9.5,822930020
128847,-15,9.25,822930020
128987,-12,9.25,822930021
129127,-12,9.5,822930021
129269,-12,10.75,822930021
129409,-12,9.5,822930021
129549,-13,9.0,822930021
129689,-12,9.75,822930021
129829,-12,10.0,822930021
129969,-12,9.25,822930021
130109,-12,9.5,822930022
130249,-22,9.25,822930022
130389,-13,9.75,822930022
130529,-12,9.5,822930022
130669,-12,9.5,822930022
130809,-22,9.0,822930022
130949,-12,10.25,822930022
131229,-22,9.25,822930023
131369,-12,9.0,822930023
131509,-12,9.5,822930023
131649,-23,9.0,822930023
131789,-12,9.0,822930023
131929,-12,9.5,822930023
132070,-12,9.5,822930024
132209,-13,9.5,822930024
132349,-12,9.25,822930024
132490,-12,9.5,822930024
132632,-12,9.5,822930024
132772,-12,9.5,822930024
132912,-13,9.5,822930024
133052,-13,9.25,822930025
133192,-12,9.75,822930025
133332,-12,9.5,822930025
133472,-14,9.0,822930025
133612,-13,9.25,822930025
133752,-13,10.0,822930025
133892,-13,9.5,822930025
134032,-12,9.5,822930026
134172,-13,9.5,822930026
134312,-12,9.75,822930026
134452,-12,9.5,822930026
134592,-13,9.25,822930026
134732,-12,9.75,822930026
134872,-13,9.75,822930026
135014,-13,9.5,822930027
135154,-12,9.5,822930027
135296,-12,9.25,822930027
135434,-12,10.0,822930027
135574,-22,9.0,822930027
135714,-13,9.0,822930027
135854,-12,9.25,822930027
135994,-15,9.0,822930028
136134,-22,9.25,822930028
136274,-12,9.25,822930028
136415,-13,9.25,822930028
136554,-12,9.5,822930028
136694,-12,9.25,822930028
136835,-12,9.5,822930028
136975,-13,10.0,822930028
137115,-13,9.5,822930029
137255,-13,9.5,822930029
137394,-12,9.25,822930029
137535,-12,9.25,822930029
137675,-12,9.5,822930029
137815,-13,9.75,822930029
137955,-13,9.5,822930029
138095,-12,9.75,822930030
138235,-13,9.75,822930030
138376,-13,10.0,822930030
138516,-12,9.5,822930030
138656,-13,9.5,822930030
138796,-12,9.25,822930030
138939,-12,9.5,822930030
139076,-13,9.25,822930031
139216,-13,9.25,822930031
139356,-12,9.75,822930031
139496,-13,9.75,822930031
139636,-12,9.75,822930031
139776,-12,9.5,822930031
139916,-12,9.25,822930031
140056,-13,9.25,822930032
140196,-13,9.5,822930032
140336,-12,9.0,822930032
140477,-12,9.5,822930032
140617,-13,9.25,822930032
140759,-13,9.25,822930032
140899,-12,9.5,822930032
141039,-13,9.75,822930033
141179,-13,9.25,822930033
141322,-13,9.25,822930033
141461,-13,9.75,822930033
141741,-16,9.5,822930033
141881,-13,9.25,822930033
142021,-13,9.25,822930034
142161,-13,9.25,822930034
142302,-12,9.25,822930034
