t_ms,rssi_dbm,snr_db,epoch_s
42784,-15,11.5,822931211
42924,-15,9.25,822931211
43064,-15,9.25,822931211
43204,-15,9.25,822931211
43344,-15,9.25,822931212
43484,-15,9.5,822931212
43625,-15,9.75,822931212
43765,-15,9.5,822931212
43905,-15,9.0,822931212
44045,-16,9.25,822931212
44325,-22,9.0,822931213
44466,-15,9.0,822931213
44605,-15,9.5,822931213
44746,-15,9.75,822931213
44886,-15,9.75,822931213
45026,-15,9.5,822931213
45167,-16,9.75,822931213
45306,-16,9.5,822931214
45446,-15,9.5,822931214
45587,-15,9.75,822931214
45727,-15,10.0,822931214
45867,-15,9.5,822931214
46009,-15,9.75,822931214
46149,-15,10.0,822931214
46289,-15,9.25,822931215
46429,-15,10.25,822931215
46570,-15,9.75,822931215
46710,-15,9.25,822931215
46850,-16,9.25,822931215
46990,-15,9.5,822931215
47130,-16,9.25,822931215
47270,-15,9.25,822931216
47411,-16,9.25,822931216
47551,-16,9.0,822931216
47691,-16,9.75,822931216
47831,-15,9.25,822931216
48111,-17,9.25,822931216
48251,-15,9.0,822931217
48394,-15,9.25,822931217
48534,-16,9.5,822931217
48674,-16,9.25,822931217
48814,-15,9.25,822931217
48955,-16,9.5,822931217
49094,-15,9.5,822931217
49235,-15,9.25,822931218
49375,-16,9.5,822931218
49515,-16,9.5,822931218
49655,-15,9.25,822931218
49795,-15,10.0,822931218
49935,-15,9.75,822931218
50076,-15,10.0,822931218
50215,-15,10.0,822931219
50356,-15,9.5,822931219
50496,-15,9.75,822931219
50636,-15,9.25,822931219
50778,-16,9.5,822931219
50916,-15,9.25,822931219
51057,-15,10.0,822931219
51197,-26,9.0,822931219
51337,-16,9.5,822931220
51477,-15,9.0,822931220
51617,-15,9.5,822931220
51759,-16,9.5,822931220
51899,-15,9.75,822931220
52039,-16,9.25,822931220
52179,-15,9.25,822931220
52319,-16,9.25,822931221
52459,-15,9.5,822931221
52599,-15,9.75,822931221
52740,-15,9.0,822931221
52880,-15,9.5,822931221
53020,-15,9.25,822931221
53160,-15,9.25,822931221
53300,-15,9.5,822931222
53440,-15,9.75,822931222
53580,-15,9.75,822931222
53723,-15,9.25,822931222
53861,-15,9.25,822931222
54001,-15,9.5,822931222
54143,-15,9.25,822931222
54283,-15,9.0,822931223
54423,-15,9.5,822931223
54564,-15,9.75,822931223
54704,-15,9.5,822931223
54844,-15,10.0,822931223
54984,-15,9.5,822931223
55124,-16,9.25,822931223
55264,-15,9.5,822931224
55405,-16,9.75,822931224
55545,-16,9.25,822931224
55685,-16,9.5,822931224
55825,-16,9.25,822931224
55965,-15,9.5,822931224
56105,-15,9.25,822931224
56245,-16,9.25,822931225
56385,-15,9.25,822931225
56528,-15,9.0,822931225
56668,-15,9.5,822931225
56808,-16,9.5,822931225
56948,-15,9.5,822931225
57088,-15,10.0,822931225
57228,-15,9.5,822931226
57368,-15,9.5,822931226
57510,-16,9.75,822931226
57649,-16,9.75,822931226
57789,-16,9.5,822931226
57929,-16,9.5,822931226
58069,-15,10.25,822931226
58209,-15,10.25,822931226
58349,-15,10.5,822931227
58490,-15,10.0,822931227
58629,-15,10.5,822931227
58770,-15,9.5,822931227
58910,-15,9.5,822931227
59050,-15,10.0,822931227
59190,-15,9.75,822931227
59333,-15,10.0,822931228
59471,-16,9.5,822931228
59612,-15,9.25,822931228
59752,-16,9.25,822931228
59894,-16,9.0,822931228
60034,-16,9.25,822931228
60176,-16,9.0,822931228
60315,-16,9.0,822931229
60455,-16,9.25,822931229
60594,-15,9.5,822931229
60734,-16,9.75,822931229
60875,-16,9.25,822931229
61015,-16,9.25,822931229
61155,-16,9.25,822931229
61295,-16,9.25,822931230
61434,-16,9.25,822931230
61575,-16,9.0,822931230
61715,-16,9.25,822931230
61855,-16,9.0,822931230
61995,-15,9.25,822931230
62135,-15,9.5,822931230
62277,-16,9.25,822931231
62417,-16,9.25,822931231
62557,-16,9.5,822931231
62697,-16,9.25,822931231
62839,-16,9.0,822931231
62977,-16,9.0,822931231
63117,-16,9.25,822931231
63257,-16,8.75,822931232
63397,-15,9.5,822931232
63537,-16,9.0,822931232
63677,-16,8.75,822931232
63817,-15,9.5,822931232
63957,-16,9.25,822931232
64097,-16,8.75,822931232
64237,-16,9.25,822931233
64377,-16,9.25,822931233
64517,-16,9.5,822931233
64657,-16,9.0,822931233
64799,-15,9.25,822931233
64938,-16,9.5,822931233
65077,-15,9.25,822931233
65217,-16,9.25,822931234
65358,-16,9.25,822931234
65498,-15,9.5,822931234
65640,-16,9.25,822931234
65780,-15,9.25,822931234
65920,-16,9.25,822931234
66060,-16,8.5,822931234
66200,-15,9.5,822931234
66340,-15,9.25,822931235
66480,-16,9.0,822931235
66622,-16,9.75,822931235
66760,-16,9.75,822931235
66900,-16,8.75,822931235
67040,-16,9.25,822931235
67180,-16,9.25,822931235
67320,-16,9.25,822931236
67460,-16,9.0,822931236
67600,-15,9.5,822931236
67740,-15,9.5,822931236
67880,-16,9.25,822931236
68022,-15,9.25,822931236
68164,-15,9.5,822931236
68302,-16,9.25,822931237
68442,-16,9.5,822931237
68582,-16,9.0,822931237
68722,-16,9.5,822931237
68862,-16,9.25,822931237
69002,-15,9.5,822931237
69142,-16,9.5,822931237
69283,-15,9.25,822931238
69422,-15,9.0,822931238
69562,-26,9.0,822931238
69703,-15,9.0,822931238
69843,-16,9.25,822931238
69982,-16,9.0,822931238
70124,-16,9.0,822931238
70263,-16,9.5,822931239
70405,-16,9.0,822931239
70545,-15,9.25,822931239
70685,-16,9.25,822931239
70825,-16,9.75,822931239
70965,-16,8.75,822931239
71105,-16,9.5,822931239
71245,-16,9.25,822931240
71385,-16,9.0,822931240
71525,-16,9.5,822931240
71665,-16,8.75,822931240
71805,-15,9.0,822931240
71945,-15,9.25,822931240
72085,-16,9.0,822931240
72225,-15,9.25,822931241
72365,-15,9.5,822931241
72505,-16,9.0,822931241
72645,-16,9.5,822931241
72785,-16,9.25,822931241
72925,-16,9.5,822931241
73065,-16,9.5,822931241
73205,-15,9.75,822931241
73345,-15,9.25,822931242
73485,-15,9.75,822931242
73625,-15,9.75,822931242
73767,-16,9.75,822931242
73910,-16,9.5,822931242
74048,-16,9.5,822931242
74188,-15,9.75,822931242
74328,-16,9.0,822931243
74468,-16,9.75,822931243
74608,-15,9.75,822931243
74748,-15,9.75,822931243
74888,-15,9.25,822931243
75028,-16,9.5,822931243
75170,-16,9.5,822931243
75308,-16,9.5,822931244
75448,-16,9.0,822931244
75588,-16,9.25,822931244
75728,-16,9.5,822931244
75868,-16,9.0,822931244
76008,-15,9.25,822931244
76150,-15,9.75,822931244
76290,-16,9.5,822931245
76430,-16,9.25,822931245
76570,-16,9.5,822931245
76710,-16,9.25,822931245
76850,-16,9.0,822931245
76992,-16,9.5,822931245
77130,-16,9.25,822931245
77270,-16,9.25,822931246
77410,-16,4.75,822931246
77550,-16,9.25,822931246
77690,-16,9.75,822931246
77831,-15,10.0,822931246
77971,-16,10.0,822931246
78110,-16,9.25,822931246
78250,-16,9.5,822931247
78391,-16,9.25,822931247
78530,-16,9.75,822931247
78670,-16,10.0,822931247
78811,-26,10.0,822931247
78952,-15,9.25,822931247
79090,-15,9.25,822931247
79231,-15,9.25,822931248
79371,-16,9.75,822931248
79512,-16,9.5,822931248
79652,-16,9.5,822931248
79792,-16,9.5,822931248
79932,-16,9.25,822931248
80072,-16,9.25,822931248
80212,-15,9.25,822931249
80352,-15,9.25,822931249
80492,-16,9.25,822931249
80632,-15,9.75,822931249
80772,-15,10.0,822931249
80912,-16,9.75,822931249
81052,-16,9.5,822931249
81193,-16,9.5,822931249
81332,-16,9.5,822931250
81472,-16,10.0,822931250
81613,-15,9.5,822931250
81753,-26,9.0,822931250
81895,-16,9.25,822931250
82035,-15,10.0,822931250
82175,-16,9.75,822931250
82315,-16,9.25,822931251
82455,-16,10.0,822931251
82595,-16,9.5,822931251
82735,-16,9.25,822931251
82875,-16,9.5,822931251
83015,-15,10.0,822931251
83155,-16,9.75,822931251
83295,-16,9.0,822931252
83435,-16,9.0,822931252
83575,-16,9.75,822931252
83717,-16,9.5,822931252
83855,-16,9.5,822931252
83995,-16,9.25,822931252
84135,-16,9.0,822931252
84277,-16,9.25,822931253
84417,-16,9.25,822931253
84557,-16,9.5,822931253
84697,-15,9.5,822931253
84837,-16,9.5,822931253
84977,-16,9.5,822931253
85117,-16,9.75,822931253
85257,-16,10.0,822931254
85397,-16,9.25,822931254
85537,-16,9.75,822931254
85678,-16,9.25,822931254
85818,-16,9.5,822931254
85958,-15,9.25,822931254
86098,-15,9.5,822931254
86237,-15,9.75,822931255
86378,-16,9.75,822931255
86518,-16,9.25,822931255
86658,-15,10.25,822931255
86798,-15,9.25,822931255
86938,-16,9.5,822931255
87078,-16,9.75,822931255
87218,-15,9.5,822931256
87358,-15,9.5,822931256
87500,-16,9.75,822931256
87642,-16,9.5,822931256
87782,-15,10.0,822931256
87922,-15,9.5,822931256
88062,-16,10.0,822931256
88204,-16,9.5,822931256
88342,-16,9.5,822931257
88483,-26,9.75,822931257
88623,-15,9.75,822931257
88763,-15,9.5,822931257
88903,-26,9.0,822931257
89043,-16,9.25,822931257
89183,-15,9.75,822931257
89324,-16,9.5,822931258
89464,-16,9.25,822931258
89744,-16,9.5,822931258
89884,-16,9.5,822931258
90026,-16,9.25,822931258
90166,-16,9.25,822931258
90307,-16,9.0,822931259
90447,-16,8.75,822931259
90587,-16,9.5,822931259
90727,-15,9.75,822931259
90867,-16,9.5,822931259
91007,-16,9.25,822931259
91149,-16,9.25,822931259
91288,-16,9.25,822931260
91428,-16,9.25,822931260
91568,-16,9.5,822931260
91708,-16,9.5,822931260
91848,-15,10.0,822931260
91988,-15,9.75,822931260
92128,-16,9.75,822931260
92409,-19,9.25,822931261
92549,-16,9.25,822931261
92689,-16,10.0,822931261
92829,-16,9.5,822931261
92971,-15,9.5,822931261
93110,-16,9.25,822931261
93250,-16,9.75,822931262
93392,-15,9.25,822931262
93532,-16,9.5,822931262
93672,-16,9.25,822931262
93812,-16,9.25,822931262
93952,-16,9.5,822931262
94092,-16,9.5,822931262
94232,-15,9.5,822931263
94373,-16,9.5,822931263
94513,-16,9.5,822931263
94653,-16,9.75,822931263
94793,-16,9.75,822931263
94933,-16,10.0,822931263
95073,-16,10.25,822931263
95214,-15,9.5,822931264
95354,-16,9.5,822931264
95494,-16,9.5,822931264
95776,-19,9.25,822931264
95916,-26,9.5,822931264
96057,-26,9.5,822931264
96197,-15,10.5,822931264
96337,-16,9.5,822931265
96479,-16,10.0,822931265
96617,-16,9.25,822931265
96897,-19,10.0,822931265
97038,-15,10.0,822931265
97178,-15,9.5,822931265
97318,-16,9.25,822931266
97458,-16,9.5,822931266
97598,-15,9.25,822931266
97738,-16,9.5,822931266
97879,-16,9.5,822931266
98019,-16,9.25,822931266
98161,-16,9.0,822931266
98301,-16,9.25,822931267
98441,-15,9.25,822931267
98581,-16,9.25,822931267
98721,-16,9.75,822931267
98861,-16,9.25,822931267
99001,-15,9.75,822931267
99142,-15,9.75,822931267
99282,-16,9.5,822931268
99422,-16,9.25,822931268
99562,-15,9.5,822931268
99842,-19,9.75,822931268
99983,-16,9.5,822931268
100123,-15,10.25,822931268
100263,-15,10.25,822931269
100403,-15,10.0,822931269
100543,-16,10.0,822931269
100685,-16,10.0,822931269
100824,-15,9.75,822931269
100963,-16,9.75,822931269
101103,-15,9.75,822931269
101244,-15,10.25,822931270
101384,-15,10.0,822931270
101526,-15,9.75,822931270
101667,-16,9.5,822931270
101807,-16,9.5,822931270
101947,-16,9.5,822931270
102087,-16,9.25,822931270
102227,-16,8.5,822931271
102367,-16,9.25,822931271
102507,-15,9.25,822931271
102648,-15,9.5,822931271
102787,-16,9.75,822931271
102928,-16,9.5,822931271
103068,-16,9.25,822931271
103208,-16,9.25,822931271
103348,-16,9.25,822931272
103488,-16,9.25,822931272
103629,-16,9.0,822931272
103769,-16,9.75,822931272
103911,-16,9.0,822931272
104051,-16,9.0,822931272
104191,-16,9.25,822931272
104331,-15,9.5,822931273
104472,-16,9.25,822931273
104612,-16,9.5,822931273
104752,-15,9.25,822931273
104892,-16,9.0,822931273
105032,-16,9.5,822931273
105312,-19,9.5,822931274
105452,-16,9.25,822931274
105593,-15,9.5,822931274
105733,-16,9.25,822931274
105873,-16,9.5,822931274
106013,-16,9.25,822931274
106153,-16,9.75,822931274
106294,-16,9.5,822931275
106433,-16,9.0,822931275
106574,-16,9.25,822931275
106714,-26,8.75,822931275
106854,-16,9.25,822931275
106994,-16,9.25,822931275
107134,-16,9.0,822931275
107276,-16,9.0,822931276
107417,-16,9.5,822931276
107557,-16,9.25,822931276
107697,-16,9.25,822931276
107837,-16,9.25,822931276
107977,-16,9.25,822931276
108117,-16,9.25,822931276
108257,-16,9.25,822931277
108397,-15,10.0,822931277
108538,-16,9.5,822931277
108678,-16,9.25,822931277
108818,-16,9.75,822931277
108958,-16,9.25,822931277
109098,-16,9.25,822931277
109238,-16,8.5,822931278
109379,-16,9.25,822931278
109519,-16,9.25,822931278
109661,-15,9.5,822931278
109801,-15,9.25,822931278
109941,-16,9.5,822931278
110082,-16,9.25,822931278
110222,-15,9.5,822931279
110362,-16,9.0,822931279
110502,-16,9.25,822931279
110642,-16,9.5,822931279
110782,-16,9.25,822931279
110922,-16,9.5,822931279
111062,-15,9.5,822931279
111203,-16,9.25,822931279
111343,-16,9.0,822931280
111483,-16,9.5,822931280
111623,-16,9.5,822931280
111763,-15,9.25,822931280
111903,-16,9.0,822931280
112046,-16,9.25,822931280
112186,-16,9.5,822931280
112326,-16,8.75,822931281
112466,-16,9.0,822931281
112747,-19,9.5,822931281
112886,-16,9.25,822931281
113027,-16,9.5,822931281
113167,-16,9.25,822931281
113307,-16,9.0,822931282
113447,-16,9.25,822931282
113587,-16,9.25,822931282
113727,-16,9.25,822931282
113868,-15,9.25,822931282
114008,-15,9.5,822931282
114148,-16,9.5,822931282
114288,-16,9.25,822931283
114428,-16,9.5,822931283
114570,-16,9.5,822931283
114709,-16,8.75,822931283
114849,-16,9.0,822931283
114989,-15,9.0,822931283
115129,-15,9.5,822931283
115269,-16,9.75,822931284
115411,-16,9.5,822931284
115552,-16,9.25,822931284
115693,-16,9.25,822931284
115833,-16,9.25,822931284
115973,-16,9.25,822931284
116113,-15,9.5,822931284
116253,-15,9.25,822931285
116395,-16,9.25,822931285
116534,-16,9.25,822931285
116673,-16,9.25,822931285
116814,-16,9.5,822931285
116953,-16,9.5,822931285
117094,-15,9.25,822931285
117236,-15,9.0,822931286
117373,-16,9.5,822931286
117514,-15,9.5,822931286
117654,-15,9.75,822931286
117796,-15,9.5,822931286
117936,-15,9.5,822931286
118076,-16,9.5,822931286
118218,-15,9.75,822931287
118356,-15,9.5,822931287
118496,-16,9.5,822931287
118636,-16,9.25,822931287
118776,-16,9.5,822931287
118916,-15,9.5,822931287
119056,-15,9.75,822931287
119196,-15,9.75,822931287
119336,-15,9.0,822931288
119476,-15,9.5,822931288
119616,-15,9.75,822931288
119756,-16,9.0,822931288
119896,-16,9.25,822931288
120036,-17,8.5,822931288
120177,-16,9.25,822931288
120316,-15,9.5,822931289
120456,-16,9.0,822931289
120596,-16,9.0,822931289
120736,-16,9.25,822931289
120876,-16,9.25,822931289
121016,-16,9.5,822931289
121158,-15,9.5,822931289
121298,-15,9.5,822931290
121438,-15,9.75,822931290
121579,-16,9.25,822931290
121718,-15,9.5,822931290
121859,-15,9.5,822931290
121998,-15,10.25,822931290
122139,-15,9.25,822931290
122279,-15,9.25,822931291
122419,-15,9.5,822931291
122559,-16,8.75,822931291
122699,-16,9.25,822931291
122839,-16,9.25,822931291
122979,-16,9.5,822931291
123119,-15,9.25,822931291
123259,-16,9.25,822931292
123399,-16,9.0,822931292
123541,-16,9.25,822931292
123681,-16,9.25,822931292
123821,-16,9.5,822931292
123961,-16,9.5,822931292
124101,-16,9.25,822931292
124242,-17,9.0,822931293
124381,-16,9.25,822931293
124521,-16,9.0,822931293
124661,-16,9.0,822931293
124803,-15,9.5,822931293
124941,-16,9.5,822931293
125081,-16,9.25,822931293
125221,-16,9.0,822931294
125361,-15,9.25,822931294
125501,-15,9.75,822931294
125641,-15,9.25,822931294
125781,-15,9.5,822931294
125923,-15,9.5,822931294
126064,-15,9.5,822931294
126204,-15,9.5,822931294
126344,-24,9.75,822931295
126484,-15,10.0,822931295
126624,-16,9.75,822931295
126764,-15,9.5,822931295
126904,-15,9.25,822931295
127044,-15,9.25,822931295
127184,-15,9.5,822931295
127324,-16,9.25,822931296
127464,-15,9.0,822931296
127604,-15,9.0,822931296
127744,-15,9.25,822931296
127884,-15,9.5,822931296
128024,-15,9.5,822931296
128164,-16,9.25,822931296
128304,-16,9.0,822931297
128444,-16,9.25,822931297
128586,-16,9.0,822931297
128724,-15,9.25,822931297
128864,-16,9.25,822931297
129004,-16,9.25,822931297
129144,-16,9.0,822931297
129286,-16,9.25,822931298
129426,-15,9.25,822931298
129566,-15,9.25,822931298
129707,-15,9.25,822931298
129846,-15,9.0,822931298
129986,-16,9.25,822931298
130126,-15,9.25,822931298
130266,-15,9.5,822931299
130406,-15,9.5,822931299
130546,-16,9.5,822931299
130686,-15,9.25,822931299
130826,-15,9.5,822931299
130967,-15,9.25,822931299
131107,-15,9.0,822931299
131247,-16,9.5,822931300
131387,-16,9.75,822931300
131527,-15,9.5,822931300
131669,-15,9.25,822931300
131809,-15,9.75,822931300
131949,-16,9.5,822931300
132089,-15,9.75,822931300
132229,-15,9.5,822931301
132369,-15,9.5,822931301
132509,-16,9.5,822931301
132649,-16,9.5,822931301
132789,-16,9.25,822931301
132929,-15,9.25,822931301
133069,-15,9.5,822931301
133209,-15,9.5,822931301
133349,-16,9.5,822931302
133489,-16,9.75,822931302
133629,-16,9.75,822931302
133769,-16,6.75,822931302
133911,-15,9.25,822931302
134049,-16,9.25,822931302
134189,-15,9.25,822931302
134329,-15,9.0,822931303
134469,-15,9.25,822931303
134609,-16,9.5,822931303
134749,-16,9.25,822931303
134889,-15,9.25,822931303
135031,-15,9.75,822931303
135171,-15,9.5,822931303
135311,-15,9.25,822931304
135451,-16,9.75,822931304
135591,-16,9.5,822931304
135731,-15,9.5,822931304
135871,-15,9.5,822931304
136011,-16,9.75,822931304
136151,-16,10.0,822931304
136292,-16,9.75,822931305
136432,-15,9.5,822931305
136571,-16,9.25,822931305
136711,-15,9.25,822931305
136852,-15,9.25,822931305
137132,-15,9.25,822931305
137272,-15,9.5,822931306
137414,-15,9.5,822931306
137554,-15,9.25,822931306
137694,-16,9.5,822931306
137834,-16,9.25,822931306
137974,-15,9.25,822931306
138114,-16,9.25,822931306
138254,-16,9.25,822931307
138394,-16,9.75,822931307
138534,-15,9.5,822931307
138674,-15,9.25,822931307
138814,-15,9.5,822931307
138954,-16,9.25,822931307
139094,-15,9.25,822931307
139234,-16,9.5,822931308
139374,-15,9.25,822931308
139514,-16,9.25,822931308
139654,-16,9.25,822931308
139796,-16,9.5,822931308
139936,-15,9.75,822931308
140076,-15,9.25,822931308
140216,-16,9.75,822931309
140357,-16,9.75,822931309
140496,-15,9.5,822931309
140637,-15,9.75,822931309
140777,-15,9.5,822931309
140917,-15,9.75,822931309
141057,-15,9.5,822931309
141197,-15,9.5,822931309
141337,-16,9.25,822931310
141477,-15,9.5,822931310
141617,-15,9.5,822931310
141757,-15,9.75,822931310
141897,-15,9.75,822931310
142037,-15,9.75,822931310
142177,-15,9.25,822931310
142317,-15,9.25,822931311
142457,-16,9.5,822931311
142597,-16,9.5,822931311
142737,-15,10.25,822931311
142877,-15,9.75,822931311
143017,-15,9.5,822931311
143161,-16,9.25,822931311
143299,-15,9.75,822931312
143439,-15,9.5,822931312
143579,-15,9.25,822931312
143721,-15,9.5,822931312
143861,-16,9.5,822931312
144001,-15,9.25,822931312
144142,-15,9.5,822931312
144282,-15,9.75,822931313
144422,-15,9.0,822931313
144562,-16,9.5,822931313
